"LAWAID","Parameter","Altitude","Landuse","TrendScore","TrendFrequency","TrendPeriod"
"ebop-00047","BDISC","Lowland","Rural",-99,"unassessed",15
"ebop-00047","TURB","Lowland","Rural",-99,"unassessed",15
"ebop-00017","NH4","Lowland","Rural",-99,"unassessed",15
"ebop-00017","ECOLI","Lowland","Rural",-99,"unassessed",15
"ebop-00017","DRP","Lowland","Rural",-99,"unassessed",15
"ebop-00017","TN","Lowland","Rural",-99,"unassessed",15
"ebop-00017","TON","Lowland","Rural",-99,"unassessed",15
"ebop-00017","TP","Lowland","Rural",-99,"unassessed",15
"ebop-00017","BDISC","Lowland","Rural",-99,"unassessed",15
"ebop-00017","TURB","Lowland","Rural",-99,"unassessed",15
"ebop-00016","NH4","Lowland","Rural",-99,"unassessed",15
"ebop-00016","ECOLI","Lowland","Rural",-99,"unassessed",15
"ebop-00016","DRP","Lowland","Rural",-99,"unassessed",15
"ebop-00016","TN","Lowland","Rural",-99,"unassessed",15
"ebop-00016","TON","Lowland","Rural",-99,"unassessed",15
"ebop-00016","TP","Lowland","Rural",-99,"unassessed",15
"ebop-00016","BDISC","Lowland","Rural",-99,"unassessed",15
"ebop-00016","TURB","Lowland","Rural",-99,"unassessed",15
"ebop-00038","NH4","Lowland","Rural",-99,"unassessed",15
"ebop-00038","ECOLI","Lowland","Rural",-99,"unassessed",15
"ebop-00038","DRP","Lowland","Rural",-99,"unassessed",15
"ebop-00038","TN","Lowland","Rural",-99,"unassessed",15
"ebop-00038","TON","Lowland","Rural",-99,"unassessed",15
"ebop-00038","TP","Lowland","Rural",-99,"unassessed",15
"ebop-00038","BDISC","Lowland","Rural",-99,"unassessed",15
"ebop-00038","TURB","Lowland","Rural",-99,"unassessed",15
"ebop-00024","NH4","Lowland","Forest",-99,"unassessed",15
"ebop-00024","ECOLI","Lowland","Forest",-99,"unassessed",15
"ebop-00024","DRP","Lowland","Forest",-99,"unassessed",15
"ebop-00024","TN","Lowland","Forest",-99,"unassessed",15
"ebop-00024","TON","Lowland","Forest",-99,"unassessed",15
"ebop-00024","TP","Lowland","Forest",-99,"unassessed",15
"ebop-00024","BDISC","Lowland","Forest",-99,"unassessed",15
"ebop-00024","TURB","Lowland","Forest",-99,"unassessed",15
"ebop-00025","NH4","Lowland","Forest",2,"quarterly",15
"ebop-00025","ECOLI","Lowland","Forest",2,"quarterly",15
"ebop-00025","DRP","Lowland","Forest",0,"quarterly",15
"ebop-00025","TN","Lowland","Forest",-99,"unassessed",15
"ebop-00025","TON","Lowland","Forest",-1,"quarterly",15
"ebop-00025","TP","Lowland","Forest",-2,"quarterly",15
"ebop-00025","BDISC","Lowland","Forest",-99,"unassessed",15
"ebop-00025","TURB","Lowland","Forest",2,"quarterly",15
"ebop-00040","NH4","Lowland","Forest",-99,"unassessed",15
"ebop-00040","ECOLI","Lowland","Forest",-99,"unassessed",15
"ebop-00040","DRP","Lowland","Forest",-99,"unassessed",15
"ebop-00040","TN","Lowland","Forest",-99,"unassessed",15
"ebop-00040","TON","Lowland","Forest",-99,"unassessed",15
"ebop-00040","TP","Lowland","Forest",-99,"unassessed",15
"ebop-00040","BDISC","Lowland","Forest",-99,"unassessed",15
"ebop-00040","TURB","Lowland","Forest",-99,"unassessed",15
"lawa-100396","NH4","Lowland","Forest",-99,"unassessed",15
"lawa-100396","ECOLI","Lowland","Forest",-99,"unassessed",15
"lawa-100396","DRP","Lowland","Forest",-99,"unassessed",15
"lawa-100396","TN","Lowland","Forest",-99,"unassessed",15
"lawa-100396","TON","Lowland","Forest",-99,"unassessed",15
"lawa-100396","TP","Lowland","Forest",-99,"unassessed",15
"lawa-100396","BDISC","Lowland","Forest",-99,"unassessed",15
"lawa-100396","TURB","Lowland","Forest",-99,"unassessed",15
"ebop-00021","NH4","Lowland","Forest",-99,"unassessed",15
"ebop-00021","ECOLI","Lowland","Forest",-99,"unassessed",15
"ebop-00021","DRP","Lowland","Forest",-99,"unassessed",15
"ebop-00021","TN","Lowland","Forest",-99,"unassessed",15
"ebop-00021","TON","Lowland","Forest",-99,"unassessed",15
"ebop-00021","TP","Lowland","Forest",-99,"unassessed",15
"ebop-00021","BDISC","Lowland","Forest",-99,"unassessed",15
"ebop-00021","TURB","Lowland","Forest",-99,"unassessed",15
"ebop-00050","NH4","Lowland","Rural",2,"monthly",15
"ebop-00050","ECOLI","Lowland","Rural",2,"monthly",15
"ebop-00050","DRP","Lowland","Rural",2,"monthly",15
"ebop-00050","TN","Lowland","Rural",2,"monthly",15
"ebop-00050","TON","Lowland","Rural",-99,"unassessed",15
"ebop-00050","TP","Lowland","Rural",2,"monthly",15
"ebop-00050","BDISC","Lowland","Rural",2,"monthly",15
"ebop-00050","TURB","Lowland","Rural",-2,"monthly",15
"ebop-00042","NH4","Lowland","Forest",2,"monthly",15
"ebop-00042","ECOLI","Lowland","Forest",0,"monthly",15
"ebop-00042","DRP","Lowland","Forest",-2,"monthly",15
"ebop-00042","TN","Lowland","Forest",-99,"unassessed",15
"ebop-00042","TON","Lowland","Forest",-2,"monthly",15
"ebop-00042","TP","Lowland","Forest",-2,"monthly",15
"ebop-00042","BDISC","Lowland","Forest",-1,"quarterly",15
"ebop-00042","TURB","Lowland","Forest",-2,"monthly",15
"ebop-00103","NH4","Lowland","Rural",-99,"unassessed",15
"ebop-00103","ECOLI","Lowland","Rural",-99,"unassessed",15
"ebop-00103","DRP","Lowland","Rural",-99,"unassessed",15
"ebop-00103","TN","Lowland","Rural",-99,"unassessed",15
"ebop-00103","TON","Lowland","Rural",-99,"unassessed",15
"ebop-00103","TP","Lowland","Rural",-99,"unassessed",15
"ebop-00103","BDISC","Lowland","Rural",-99,"unassessed",15
"ebop-00103","TURB","Lowland","Rural",-99,"unassessed",15
"ebop-00041","NH4","Lowland","Forest",-99,"unassessed",15
"ebop-00041","ECOLI","Lowland","Forest",-99,"unassessed",15
"ebop-00041","DRP","Lowland","Forest",-99,"unassessed",15
"ebop-00041","TN","Lowland","Forest",-99,"unassessed",15
"ebop-00041","TON","Lowland","Forest",-99,"unassessed",15
"ebop-00041","TP","Lowland","Forest",-99,"unassessed",15
"ebop-00041","BDISC","Lowland","Forest",-99,"unassessed",15
"ebop-00041","TURB","Lowland","Forest",-99,"unassessed",15
"ebop-00031","NH4","Lowland","Forest",-99,"unassessed",15
"ebop-00031","ECOLI","Lowland","Forest",-99,"unassessed",15
"ebop-00031","DRP","Lowland","Forest",-99,"unassessed",15
"ebop-00031","TN","Lowland","Forest",-99,"unassessed",15
"ebop-00031","TON","Lowland","Forest",-99,"unassessed",15
"ebop-00031","TP","Lowland","Forest",-99,"unassessed",15
"ebop-00031","BDISC","Lowland","Forest",-99,"unassessed",15
"ebop-00031","TURB","Lowland","Forest",-99,"unassessed",15
"ebop-00062","NH4","Lowland","Rural",-99,"unassessed",15
"ebop-00062","ECOLI","Lowland","Rural",-99,"unassessed",15
"ebop-00062","DRP","Lowland","Rural",-99,"unassessed",15
"ebop-00062","TN","Lowland","Rural",-99,"unassessed",15
"ebop-00062","TON","Lowland","Rural",-99,"unassessed",15
"ebop-00062","TP","Lowland","Rural",-99,"unassessed",15
"ebop-00062","BDISC","Lowland","Rural",-99,"unassessed",15
"ebop-00062","TURB","Lowland","Rural",-99,"unassessed",15
"lawa-100395","NH4","Lowland","Forest",-99,"unassessed",15
"lawa-100395","ECOLI","Lowland","Forest",-99,"unassessed",15
"lawa-100395","DRP","Lowland","Forest",-99,"unassessed",15
"lawa-100395","TN","Lowland","Forest",-99,"unassessed",15
"lawa-100395","TON","Lowland","Forest",-99,"unassessed",15
"lawa-100395","TP","Lowland","Forest",-99,"unassessed",15
"lawa-100395","BDISC","Lowland","Forest",-99,"unassessed",15
"lawa-100395","TURB","Lowland","Forest",-99,"unassessed",15
"ebop-00044","NH4","Lowland","Forest",2,"monthly",15
"ebop-00044","ECOLI","Lowland","Forest",-99,"monthly",15
"ebop-00044","DRP","Lowland","Forest",-2,"quarterly",15
"ebop-00044","TN","Lowland","Forest",-99,"unassessed",15
"ebop-00044","TON","Lowland","Forest",-2,"monthly",15
"ebop-00044","TP","Lowland","Forest",-2,"monthly",15
"ebop-00044","BDISC","Lowland","Forest",-2,"quarterly",15
"ebop-00044","TURB","Lowland","Forest",-1,"monthly",15
"ebop-00001","NH4","Lowland","Rural",-99,"unassessed",15
"ebop-00001","ECOLI","Lowland","Rural",-99,"unassessed",15
"ebop-00001","DRP","Lowland","Rural",-99,"unassessed",15
"ebop-00001","TN","Lowland","Rural",-99,"unassessed",15
"ebop-00001","TON","Lowland","Rural",-99,"unassessed",15
"ebop-00001","TP","Lowland","Rural",-99,"unassessed",15
"ebop-00001","BDISC","Lowland","Rural",-99,"unassessed",15
"ebop-00001","TURB","Lowland","Rural",-99,"unassessed",15
"ebop-00014","NH4","Lowland","Forest",-99,"unassessed",15
"ebop-00014","ECOLI","Lowland","Forest",-99,"unassessed",15
"ebop-00014","DRP","Lowland","Forest",-99,"unassessed",15
"ebop-00014","TN","Lowland","Forest",-99,"unassessed",15
"ebop-00014","TON","Lowland","Forest",-99,"unassessed",15
"ebop-00014","TP","Lowland","Forest",-99,"unassessed",15
"ebop-00014","BDISC","Lowland","Forest",-99,"unassessed",15
"ebop-00014","TURB","Lowland","Forest",-99,"unassessed",15
"ebop-00002","NH4","Lowland","Forest",-99,"unassessed",15
"ebop-00002","ECOLI","Lowland","Forest",-99,"unassessed",15
"ebop-00002","DRP","Lowland","Forest",-99,"unassessed",15
"ebop-00002","TN","Lowland","Forest",-99,"unassessed",15
"ebop-00002","TON","Lowland","Forest",-99,"unassessed",15
"ebop-00002","TP","Lowland","Forest",-99,"unassessed",15
"ebop-00002","BDISC","Lowland","Forest",-99,"unassessed",15
"ebop-00002","TURB","Lowland","Forest",-99,"unassessed",15
"ebop-00101","NH4","Lowland","Forest",-99,"unassessed",15
"ebop-00101","ECOLI","Lowland","Forest",-99,"unassessed",15
"ebop-00101","DRP","Lowland","Forest",-99,"unassessed",15
"ebop-00101","TN","Lowland","Forest",-99,"unassessed",15
"ebop-00101","TON","Lowland","Forest",-99,"unassessed",15
"ebop-00101","TP","Lowland","Forest",-99,"unassessed",15
"ebop-00101","BDISC","Lowland","Forest",-99,"unassessed",15
"ebop-00101","TURB","Lowland","Forest",-99,"unassessed",15
"ebop-00022","NH4","Lowland","Forest",-99,"unassessed",15
"ebop-00022","ECOLI","Lowland","Forest",-99,"unassessed",15
"ebop-00022","DRP","Lowland","Forest",-99,"unassessed",15
"ebop-00022","TN","Lowland","Forest",-99,"unassessed",15
"ebop-00022","TON","Lowland","Forest",-99,"unassessed",15
"ebop-00022","TP","Lowland","Forest",-99,"unassessed",15
"ebop-00022","BDISC","Lowland","Forest",-99,"unassessed",15
"ebop-00022","TURB","Lowland","Forest",-99,"unassessed",15
"ebop-00028","NH4","Lowland","Rural",-99,"unassessed",15
"ebop-00028","ECOLI","Lowland","Rural",-99,"unassessed",15
"ebop-00028","DRP","Lowland","Rural",-99,"unassessed",15
"ebop-00028","TN","Lowland","Rural",-99,"unassessed",15
"ebop-00028","TON","Lowland","Rural",-99,"unassessed",15
"ebop-00028","TP","Lowland","Rural",-99,"unassessed",15
"ebop-00028","BDISC","Lowland","Rural",-99,"unassessed",15
"ebop-00028","TURB","Lowland","Rural",-99,"unassessed",15
"ebop-00030","NH4","Lowland","Rural",-99,"unassessed",15
"ebop-00030","ECOLI","Lowland","Rural",-99,"unassessed",15
"ebop-00030","DRP","Lowland","Rural",-99,"unassessed",15
"ebop-00030","TN","Lowland","Rural",-99,"unassessed",15
"ebop-00030","TON","Lowland","Rural",-99,"unassessed",15
"ebop-00030","TP","Lowland","Rural",-99,"unassessed",15
"ebop-00030","BDISC","Lowland","Rural",-99,"unassessed",15
"ebop-00030","TURB","Lowland","Rural",-99,"unassessed",15
"ebop-00009","NH4","Lowland","Forest",-99,"unassessed",15
"ebop-00009","ECOLI","Lowland","Forest",-99,"unassessed",15
"ebop-00009","DRP","Lowland","Forest",-99,"unassessed",15
"ebop-00009","TN","Lowland","Forest",-99,"unassessed",15
"ebop-00009","TON","Lowland","Forest",-99,"unassessed",15
"ebop-00009","TP","Lowland","Forest",-99,"unassessed",15
"ebop-00009","BDISC","Lowland","Forest",-99,"unassessed",15
"ebop-00009","TURB","Lowland","Forest",-99,"unassessed",15
"ebop-00036","NH4","Lowland","Forest",-99,"unassessed",15
"ebop-00036","ECOLI","Lowland","Forest",-99,"unassessed",15
"ebop-00036","DRP","Lowland","Forest",-99,"unassessed",15
"ebop-00036","TN","Lowland","Forest",-99,"unassessed",15
"ebop-00036","TON","Lowland","Forest",-99,"unassessed",15
"ebop-00036","TP","Lowland","Forest",-99,"unassessed",15
"ebop-00036","BDISC","Lowland","Forest",-99,"unassessed",15
"ebop-00036","TURB","Lowland","Forest",-99,"unassessed",15
"ebop-00035","NH4","Lowland","Rural",-99,"unassessed",15
"ebop-00035","ECOLI","Lowland","Rural",-99,"unassessed",15
"ebop-00035","DRP","Lowland","Rural",-99,"unassessed",15
"ebop-00035","TN","Lowland","Rural",-99,"unassessed",15
"ebop-00035","TON","Lowland","Rural",-99,"unassessed",15
"ebop-00035","TP","Lowland","Rural",-99,"unassessed",15
"ebop-00035","BDISC","Lowland","Rural",-99,"unassessed",15
"ebop-00035","TURB","Lowland","Rural",-99,"unassessed",15
"ebop-00013","NH4","Lowland","Forest",2,"monthly",15
"ebop-00013","ECOLI","Lowland","Forest",2,"monthly",15
"ebop-00013","DRP","Lowland","Forest",-2,"quarterly",15
"ebop-00013","TN","Lowland","Forest",-99,"unassessed",15
"ebop-00013","TON","Lowland","Forest",-2,"monthly",15
"ebop-00013","TP","Lowland","Forest",-2,"monthly",15
"ebop-00013","BDISC","Lowland","Forest",2,"quarterly",15
"ebop-00013","TURB","Lowland","Forest",2,"monthly",15
"ccc-00012","NH4","Lowland","Urban",-99,"unassessed",15
"ccc-00012","ECOLI","Lowland","Urban",-99,"unassessed",15
"ccc-00012","DRP","Lowland","Urban",-99,"unassessed",15
"ccc-00012","TN","Lowland","Urban",-99,"unassessed",15
"ccc-00012","TON","Lowland","Urban",-99,"unassessed",15
"ccc-00012","TP","Lowland","Urban",-99,"unassessed",15
"ccc-00012","BDISC","Lowland","Urban",-99,NA,15
"ccc-00012","TURB","Lowland","Urban",-99,"unassessed",15
"ccc-00013","NH4","Lowland","Urban",-99,"unassessed",15
"ccc-00013","ECOLI","Lowland","Urban",-99,"unassessed",15
"ccc-00013","DRP","Lowland","Urban",-99,"unassessed",15
"ccc-00013","TN","Lowland","Urban",-99,"unassessed",15
"ccc-00013","TON","Lowland","Urban",-99,"unassessed",15
"ccc-00013","TP","Lowland","Urban",-99,"unassessed",15
"ccc-00013","BDISC","Lowland","Urban",-99,NA,15
"ccc-00013","TURB","Lowland","Urban",-99,"unassessed",15
"ccc-00038","NH4","Lowland","Rural",-99,"unassessed",15
"ccc-00038","ECOLI","Lowland","Rural",-99,"unassessed",15
"ccc-00038","DRP","Lowland","Rural",-99,"unassessed",15
"ccc-00038","TN","Lowland","Rural",-99,"unassessed",15
"ccc-00038","TON","Lowland","Rural",-99,"unassessed",15
"ccc-00038","TP","Lowland","Rural",-99,"unassessed",15
"ccc-00038","BDISC","Lowland","Rural",-99,NA,15
"ccc-00038","TURB","Lowland","Rural",-99,"unassessed",15
"ecan-00086","NH4","Lowland","Rural",2,"quarterly",15
"ecan-00086","ECOLI","Lowland","Rural",-2,"quarterly",15
"ecan-00086","DRP","Lowland","Rural",2,"quarterly",15
"ecan-00086","TN","Lowland","Rural",-2,"quarterly",15
"ecan-00086","TON","Lowland","Rural",-2,"quarterly",15
"ecan-00086","TP","Lowland","Rural",2,"quarterly",15
"ecan-00086","BDISC","Lowland","Rural",-99,"unassessed",15
"ecan-00086","TURB","Lowland","Rural",-1,"quarterly",15
"ecan-00088","NH4","Upland","Rural",2,"quarterly",15
"ecan-00088","ECOLI","Upland","Rural",-1,"quarterly",15
"ecan-00088","DRP","Upland","Rural",2,"quarterly",15
"ecan-00088","TN","Upland","Rural",-2,"quarterly",15
"ecan-00088","TON","Upland","Rural",-2,"quarterly",15
"ecan-00088","TP","Upland","Rural",2,"quarterly",15
"ecan-00088","BDISC","Upland","Rural",-99,"unassessed",15
"ecan-00088","TURB","Upland","Rural",-2,"quarterly",15
"ccc-00037","NH4","Lowland","Rural",-99,"unassessed",15
"ccc-00037","ECOLI","Lowland","Rural",-99,"unassessed",15
"ccc-00037","DRP","Lowland","Rural",-99,"unassessed",15
"ccc-00037","TN","Lowland","Rural",-99,"unassessed",15
"ccc-00037","TON","Lowland","Rural",-99,"unassessed",15
"ccc-00037","TP","Lowland","Rural",-99,"unassessed",15
"ccc-00037","BDISC","Lowland","Rural",-99,NA,15
"ccc-00037","TURB","Lowland","Rural",-99,"unassessed",15
"ecan-00151","NH4","Upland","Rural",2,"quarterly",15
"ecan-00151","ECOLI","Upland","Rural",-2,"quarterly",15
"ecan-00151","DRP","Upland","Rural",2,"quarterly",15
"ecan-00151","TN","Upland","Rural",-2,"quarterly",15
"ecan-00151","TON","Upland","Rural",-2,"quarterly",15
"ecan-00151","TP","Upland","Rural",2,"quarterly",15
"ecan-00151","BDISC","Upland","Rural",-99,"unassessed",15
"ecan-00151","TURB","Upland","Rural",0,"quarterly",15
"ecan-00091","NH4","Lowland","Rural",1,"quarterly",15
"ecan-00091","ECOLI","Lowland","Rural",-99,"unassessed",15
"ecan-00091","DRP","Lowland","Rural",1,"quarterly",15
"ecan-00091","TN","Lowland","Rural",2,"quarterly",15
"ecan-00091","TON","Lowland","Rural",2,"quarterly",15
"ecan-00091","TP","Lowland","Rural",1,"quarterly",15
"ecan-00091","BDISC","Lowland","Rural",-99,"unassessed",15
"ecan-00091","TURB","Lowland","Rural",-1,"quarterly",15
"ecan-00092","NH4","Lowland","Rural",1,"quarterly",15
"ecan-00092","ECOLI","Lowland","Rural",-99,"unassessed",15
"ecan-00092","DRP","Lowland","Rural",2,"quarterly",15
"ecan-00092","TN","Lowland","Rural",0,"quarterly",15
"ecan-00092","TON","Lowland","Rural",0,"quarterly",15
"ecan-00092","TP","Lowland","Rural",2,"quarterly",15
"ecan-00092","BDISC","Lowland","Rural",-99,"unassessed",15
"ecan-00092","TURB","Lowland","Rural",-1,"quarterly",15
"ecan-00093","NH4","Lowland","Rural",2,"monthly",15
"ecan-00093","ECOLI","Lowland","Rural",-99,"unassessed",15
"ecan-00093","DRP","Lowland","Rural",2,"monthly",15
"ecan-00093","TN","Lowland","Rural",-2,"monthly",15
"ecan-00093","TON","Lowland","Rural",-2,"monthly",15
"ecan-00093","TP","Lowland","Rural",2,"monthly",15
"ecan-00093","BDISC","Lowland","Rural",-99,"unassessed",15
"ecan-00093","TURB","Lowland","Rural",-2,"monthly",15
"ecan-00094","NH4","Lowland","Rural",2,"quarterly",15
"ecan-00094","ECOLI","Lowland","Rural",-2,"quarterly",15
"ecan-00094","DRP","Lowland","Rural",-99,"quarterly",15
"ecan-00094","TN","Lowland","Rural",-1,"quarterly",15
"ecan-00094","TON","Lowland","Rural",-2,"quarterly",15
"ecan-00094","TP","Lowland","Rural",-99,"quarterly",15
"ecan-00094","BDISC","Lowland","Rural",-99,"unassessed",15
"ecan-00094","TURB","Lowland","Rural",-2,"quarterly",15
"ecan-00095","NH4","Upland","Rural",2,"quarterly",15
"ecan-00095","ECOLI","Upland","Rural",0,"quarterly",15
"ecan-00095","DRP","Upland","Rural",-99,"quarterly",15
"ecan-00095","TN","Upland","Rural",-99,"quarterly",15
"ecan-00095","TON","Upland","Rural",-2,"quarterly",15
"ecan-00095","TP","Upland","Rural",-99,"quarterly",15
"ecan-00095","BDISC","Upland","Rural",-99,"unassessed",15
"ecan-00095","TURB","Upland","Rural",-2,"quarterly",15
"ecan-00152","NH4","Lowland","Rural",-99,"unassessed",15
"ecan-00152","ECOLI","Lowland","Rural",-99,"unassessed",15
"ecan-00152","DRP","Lowland","Rural",-99,"unassessed",15
"ecan-00152","TN","Lowland","Rural",-99,"unassessed",15
"ecan-00152","TON","Lowland","Rural",-99,"unassessed",15
"ecan-00152","TP","Lowland","Rural",-99,"unassessed",15
"ecan-00152","BDISC","Lowland","Rural",-99,"unassessed",15
"ecan-00152","TURB","Lowland","Rural",-99,"unassessed",15
"ccc-00027","NH4","Lowland","Urban",-99,"unassessed",15
"ccc-00027","ECOLI","Lowland","Urban",-99,"unassessed",15
"ccc-00027","DRP","Lowland","Urban",-99,"unassessed",15
"ccc-00027","TN","Lowland","Urban",-99,"unassessed",15
"ccc-00027","TON","Lowland","Urban",-99,"unassessed",15
"ccc-00027","TP","Lowland","Urban",-99,"unassessed",15
"ccc-00027","BDISC","Lowland","Urban",-99,NA,15
"ccc-00027","TURB","Lowland","Urban",-99,"unassessed",15
"ecan-00097","NH4","Lowland","Rural",2,"monthly",15
"ecan-00097","ECOLI","Lowland","Rural",-99,"unassessed",15
"ecan-00097","DRP","Lowland","Rural",2,"monthly",15
"ecan-00097","TN","Lowland","Rural",-2,"monthly",15
"ecan-00097","TON","Lowland","Rural",-2,"monthly",15
"ecan-00097","TP","Lowland","Rural",2,"monthly",15
"ecan-00097","BDISC","Lowland","Rural",-99,NA,15
"ecan-00097","TURB","Lowland","Rural",-2,"monthly",15
"lawa-100475","NH4","Lowland","Rural",-99,"unassessed",15
