"LAWAID","Parameter","Median"
"trc-00103","TaxaRichness",23
"trc-00104","MCI",85.5
"trc-00104","PercentageEPTTaxa",38
"trc-00104","TaxaRichness",14.5
"trc-10012","MCI",88.5
"trc-10012","PercentageEPTTaxa",31.5
"trc-10012","TaxaRichness",20.5
"trc-10015","MCI",85.5
"trc-10015","PercentageEPTTaxa",25.5
"trc-10015","TaxaRichness",17
"wcrc-00001","MCI",115.7879
"wcrc-00001","PercentageEPTTaxa",52
"wcrc-00001","TaxaRichness",35
"wcrc-00002","MCI",113.1789
"wcrc-00002","PercentageEPTTaxa",50
"wcrc-00002","TaxaRichness",31.5
"wcrc-00003","MCI",131.1111
"wcrc-00003","PercentageEPTTaxa",59.285715
"wcrc-00003","TaxaRichness",24
"wcrc-00004","MCI",135.8371
"wcrc-00004","PercentageEPTTaxa",56.66667
"wcrc-00004","TaxaRichness",15
"wcrc-00005","MCI",99.7524
"wcrc-00005","PercentageEPTTaxa",36.36364
"wcrc-00005","TaxaRichness",27
"wcrc-00006","MCI",118.4716
"wcrc-00006","PercentageEPTTaxa",52.77778
"wcrc-00006","TaxaRichness",33
"wcrc-00007","MCI",99.79892
"wcrc-00007","PercentageEPTTaxa",43.24713
"wcrc-00007","TaxaRichness",28.5
"wcrc-00008","MCI",123.36805
"wcrc-00008","PercentageEPTTaxa",53.84615
"wcrc-00008","TaxaRichness",36
"wcrc-00009","MCI",118.4476
"wcrc-00009","PercentageEPTTaxa",45.588235
"wcrc-00009","TaxaRichness",25
"wcrc-00010","MCI",118.2967
"wcrc-00010","PercentageEPTTaxa",49.232455
"wcrc-00010","TaxaRichness",27
"wcrc-00011","MCI",129.3333
"wcrc-00011","PercentageEPTTaxa",57.451925
"wcrc-00011","TaxaRichness",29.5
"wcrc-00013","MCI",120.7143
"wcrc-00013","PercentageEPTTaxa",51.785715
"wcrc-00013","TaxaRichness",30
"wcrc-00014","MCI",105.7143
"wcrc-00014","PercentageEPTTaxa",41.53144
"wcrc-00014","TaxaRichness",31.5
"wcrc-00015","MCI",105.86395
"wcrc-00015","PercentageEPTTaxa",43.837535
"wcrc-00015","TaxaRichness",29.5
"wcrc-00016","MCI",77.607655
"wcrc-00016","PercentageEPTTaxa",18.055555
"wcrc-00016","TaxaRichness",20.5
"wcrc-00018","MCI",93.125
"wcrc-00018","PercentageEPTTaxa",30
"wcrc-00018","TaxaRichness",25
"wcrc-00019","MCI",116.9318
"wcrc-00019","PercentageEPTTaxa",47.8022
"wcrc-00019","TaxaRichness",27
"wcrc-00020","MCI",115.21395
"wcrc-00020","PercentageEPTTaxa",50.757575
"wcrc-00020","TaxaRichness",33.5
"wcrc-00021","MCI",107.1494
"wcrc-00021","PercentageEPTTaxa",42.893145
"wcrc-00021","TaxaRichness",31.5
"wcrc-00022","MCI",113.1111
"wcrc-00022","PercentageEPTTaxa",47.580645
"wcrc-00022","TaxaRichness",33
"wcrc-00023","MCI",109.35455
"wcrc-00023","PercentageEPTTaxa",47.050695
"wcrc-00023","TaxaRichness",33
"wcrc-00024","MCI",123.79165
"wcrc-00024","PercentageEPTTaxa",56.458335
"wcrc-00024","TaxaRichness",26
"wcrc-00025","MCI",90.9375
"wcrc-00025","PercentageEPTTaxa",36.48897
"wcrc-00025","TaxaRichness",31.5
"wcrc-00026","MCI",105.6998
"wcrc-00026","PercentageEPTTaxa",47.920895
"wcrc-00026","TaxaRichness",31.5
"wcrc-00027","MCI",113.50205
"wcrc-00027","PercentageEPTTaxa",52.34234
"wcrc-00027","TaxaRichness",33.5
"wcrc-00028","MCI",100.3226
"wcrc-00028","PercentageEPTTaxa",39.0625
"wcrc-00028","TaxaRichness",31.5
"wcrc-00029","MCI",102.08333
"wcrc-00029","PercentageEPTTaxa",41.666665
"wcrc-00029","TaxaRichness",12.5
"wcrc-00033","MCI",132.6457
"wcrc-00033","PercentageEPTTaxa",62.94737
"wcrc-00033","TaxaRichness",25.5
"wcrc-00036","MCI",133.3333
"wcrc-00036","PercentageEPTTaxa",58.333335
"wcrc-00036","TaxaRichness",22.5
"wcrc-00037","MCI",116.875
"wcrc-00037","PercentageEPTTaxa",49.285715
"wcrc-00037","TaxaRichness",32.5
"wcrc-00038","MCI",115.412775
"wcrc-00038","PercentageEPTTaxa",49.6434925
"wcrc-00038","TaxaRichness",32.5
"wcrc-00039","MCI",118.8889
"wcrc-00039","PercentageEPTTaxa",55.10367
"wcrc-00039","TaxaRichness",20
"wcrc-00040","MCI",120.5769
"wcrc-00040","PercentageEPTTaxa",53.393665
"wcrc-00040","TaxaRichness",19
