"LawaSiteID","CouncilSiteID","Year","NitrogenMed","NitrogenMed_Band","NitrateAnalysisNote","PhosphorusMed","PhosphorusMed_Band","PhosphorusAnalysisNote","AmmoniacalMed","AmmoniacalMed_Band","AmmoniacalMax","AmmoniacalMax_Band","Ammonia_Toxicity_Band","AmmoniaAnalysisNote","ClarityMedian","ClarityMedian_Band","ClarityAnalysisNote","ChlAMed","ChlAMed_Band","ChlAMax","ChlAMax_Band","ChlASummaryBand","ChlAAnalysisNote","EcoliPeriod","EcoliMedian","EcoliBand","Ecoli95","Ecoli95_Band","EcoliRecHealth540","EcoliRecHealth540_Band","EcoliRecHealth260","EcoliRecHealth260_Band","EcoliSummaryBand","EcoliAnalysisNote","Agency","Region","SiteID"
"ebop-00088","FI680541_INT","2008to2012",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okaro at site 1 (integrated)"
"ebop-00088","FI680541_INT","2009to2013",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okaro at site 1 (integrated)"
"ebop-00088","FI680541_INT","2010to2014",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okaro at site 1 (integrated)"
"ebop-00088","FI680541_INT","2011to2015",NA,NA,"Need 30 values for median, have 12",NA,NA,"Need 30 values for median, have12",NA,NA,NA,NA,NA,"Need 30 values for median, have 12",NA,NA,"Need 30 values for median, have11",NA,NA,NA,NA,NA,"Need 30 values for max, have 12",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okaro at site 1 (integrated)"
"ebop-00088","FI680541_INT","2012to2016",NA,NA,"Need 30 values for median, have 24",NA,NA,"Need 30 values for median, have24",NA,NA,NA,NA,NA,"Need 30 values for median, have 24",NA,NA,"Need 30 values for median, have23",NA,NA,NA,NA,NA,"Need 30 values for max, have 24",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okaro at site 1 (integrated)"
"ebop-00088","FI680541_INT","2013to2017",989.5,"D","",53.5,"D","",0.3765,"C",200.4505,"D","D","",2.90000004768372,"C","",8.7375,"C",103.64,"D","D","",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okaro at site 1 (integrated)"
"ebop-00088","FI680541_INT","2014to2018",190188,"D","",224,"D","",1.2515,"C",270,"D","D","",2.65000004768372,"C","",9.6,"C",76.0749999999999,"D","D","",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okaro at site 1 (integrated)"
"ebop-00088","FI680541_INT","2015to2019",1000.5,"D","",69.5,"D","",0.489,"C",270,"D","D","",2.90000004768372,"C","",8.875,"C",68.185,"D","D","",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okaro at site 1 (integrated)"
"ebop-00089","GK015589_INT","1993to1997",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","1994to1998",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","1995to1999",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","1996to2000",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","1997to2001",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","1998to2002",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","1999to2003",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","2000to2004",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","2001to2005",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","2002to2006",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","2003to2007",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","2004to2008",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","2005to2009",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","2006to2010",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","2007to2011",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","2008to2012",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","2009to2013",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","2010to2014",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","2011to2015",NA,NA,"Need 30 values for median, have 11",NA,NA,"Need 30 values for median, have11",NA,NA,NA,NA,NA,"Need 30 values for median, have 11",NA,NA,"Need 30 values for median, have10",NA,NA,NA,NA,NA,"Need 30 values for max, have 11",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","2012to2016",NA,NA,"Need 30 values for median, have 23",NA,NA,"Need 30 values for median, have23",NA,NA,NA,NA,NA,"Need 30 values for median, have 23",NA,NA,"Need 30 values for median, have22",NA,NA,NA,NA,NA,"Need 30 values for max, have 23",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","2013to2017",88,"A","",14,"B","",0.002,"A",0.011,"A","A","",10.6,"A","",1.9,"A",6.51,"A","A","",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","2014to2018",88,"A","",14,"B","",0.002,"A",0.011,"A","A","",10.6,"A","",1.9,"A",6.51,"A","A","",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00089","GK015589_INT","2015to2019",88,"A","",14,"B","",0.002,"A",0.011,"A","A","",10.6,"A","",1.9,"A",6.51,"A","A","",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake okataina at site 1 (integrated)"
"ebop-00090","GI617624_INT","1993to1997",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake rerewhakaaitu at site 1 (integrated)"
"ebop-00090","GI617624_INT","1994to1998",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake rerewhakaaitu at site 1 (integrated)"
"ebop-00090","GI617624_INT","1995to1999",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake rerewhakaaitu at site 1 (integrated)"
"ebop-00090","GI617624_INT","1996to2000",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake rerewhakaaitu at site 1 (integrated)"
"ebop-00090","GI617624_INT","1997to2001",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake rerewhakaaitu at site 1 (integrated)"
"ebop-00090","GI617624_INT","1998to2002",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake rerewhakaaitu at site 1 (integrated)"
"ebop-00090","GI617624_INT","1999to2003",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake rerewhakaaitu at site 1 (integrated)"
"ebop-00090","GI617624_INT","2000to2004",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake rerewhakaaitu at site 1 (integrated)"
"ebop-00090","GI617624_INT","2001to2005",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake rerewhakaaitu at site 1 (integrated)"
"ebop-00090","GI617624_INT","2002to2006",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake rerewhakaaitu at site 1 (integrated)"
"ebop-00090","GI617624_INT","2003to2007",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake rerewhakaaitu at site 1 (integrated)"
"ebop-00090","GI617624_INT","2004to2008",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake rerewhakaaitu at site 1 (integrated)"
"ebop-00090","GI617624_INT","2005to2009",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake rerewhakaaitu at site 1 (integrated)"
"ebop-00090","GI617624_INT","2006to2010",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake rerewhakaaitu at site 1 (integrated)"
"ebop-00090","GI617624_INT","2007to2011",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","boprc","bay of plenty","lake rerewhakaaitu at site 1 (integrated)"
