"LawaSiteID","CouncilSiteID","SiteID","Year","NitrateMed","NitrateMed_Band","Nitrate95","Nitrate95_Band","Nitrate_Toxicity_Band","NitrateAnalysisNote","AmmoniacalMed","AmmoniacalMed_Band","Ammoniacal95","Ammoniacal95_Band","Ammonia_Toxicity_Band","AmmoniaAnalysisNote","E_coli_Period","E_coli_Median","E_coli_Median_Band","E_coli95","E_coli95_Band","E_coliRecHealth540","E_coliRecHealth540_Band","E_coliRecHealth260","E_coliRecHealth260_Band","E_coliSummaryband","E_coliAnalysisNote","NZReach","Region","Agency","SWQAltitude","SWQLanduse","Lat","Long","accessDate","Landcover","Altitude","AltitudeCl"
"ebop-00035","CP466747","waipapa at old highway","Overall",0.5295,"A",0.8904,"A","A","",0.00358565737051793,"A",0.00653398453398453,"A","A","",6,230,"D",2675.99999999999,"DE",11.6666666666667,"C",33.3333333333333,"C","D","",4000795,"bay of plenty","boprc","lowland","Rural",-37.6617415079616,176.000395344288,"23-Jun-2020","Rural",36.5,"Lowland"
"ebop-00036","CO938527","wairoa d/s ruahihi power station","Overall",0.36,"A",0.47275,"A","A","",0.00372383034921735,"A",0.00863580269997382,"A","A","",NA,52,NA,2233.33325,NA,15.6862745098039,NA,27.4509803921569,NA,NA," Need 60 values, have only 51",4002072,"bay of plenty","boprc","lowland","Forest",-37.7701834581922,176.058395583913,"23-Jun-2020","Forest",44,"Lowland"
"ebop-00037","DP281304","wairoa at sh2","Overall",0.422,"A",0.5474,"A","A","",0.00537190082644628,"A",0.0128185328185328,"A","A","",5,112.5,"ABC",2603.33309999998,"DE",11.9318181818182,"C",25.5681818181818,"BC","D","",4001207,"bay of plenty","boprc","lowland","Forest",-37.6992169435331,176.094403671783,"23-Jun-2020","Forest",19,"Lowland"
"ebop-00038","HN674689","Waitahanui at Otamarakau Marae","Overall",0.768,"A",0.91965,"A","A","",0.00446927374301676,"A",0.0196684040776363,"A","A","",6,86.6665,"ABC",3219.99999999999,"DE",15.625,"C",21.875,"BC","D","",4003723,"bay of plenty","boprc","lowland","Rural",-37.8304503881097,176.598798594433,"23-Jun-2020","Rural",14,"Lowland"
"ebop-00039","EO451883","waitao at waitao rd","Overall",0.429,"A",0.744,"A","A","",0.00825594274516486,"A",0.0155753337571519,"A","A","",6,415,"DE",5200,"DE",34.2857142857143,"E",67.1428571428571,"DE","E","",4001499,"bay of plenty","boprc","lowland","Rural",-37.7336210997026,176.228499689903,"23-Jun-2020","Rural",37,"Lowland"
"ebop-00040","BQ739463","waitekohe at sh2","Overall",0.1025,"A",0.3726,"A","A","",0.00227625988739595,"A",0.00829608649096749,"A","A","",5,62,"ABC",1530,"DE",12.3711340206186,"C",17.5257731958763,"A","D","",4000461,"bay of plenty","boprc","lowland","Forest",-37.5993647067078,175.915601617197,"23-Jun-2020","Forest",212,"Upland"
"ebop-00041","LK082095","whakatane at ruatoki","Overall",0.0635,"A",0.1465,"A","A","",0.00167597765363128,"A",0.004852991994471,"A","A","",5,17,"ABC",698.95,"BC",6.10687022900763,"B",8.3969465648855,"A","B","",4013567,"bay of plenty","boprc","lowland","Forest",-38.1410629954322,177.002809818585,"23-Jun-2020","Rural",34,"Lowland"
"ebop-00042","KL998150","whakatane at pekatahi bridge","Overall",0.13,"A",0.27175,"A","A","",0.00309079329697886,"A",0.00760180995475112,"A","A","",5,49.5,"ABC",1920,"DE",9.80392156862745,"B",12.7450980392157,"A","D","",4010027,"bay of plenty","boprc","lowland","Forest",-38.0465484125758,176.987968121962,"23-Jun-2020","Forest",40.5,"Lowland"
"ebop-00044","NK608503","waioeka at mouth of gorge","Overall",0.0595,"A",0.192,"A","A","",0.00152671755725191,"A",0.00391061452513967,"A","A","",5,35.5,"ABC",558,"BC",5.97014925373134,"B",10.4477611940298,"A","B","",4011953,"bay of plenty","boprc","lowland","Forest",-38.094286346682,177.288046746424,"23-Jun-2020","Forest",99,"Lowland"
"ebop-00045","GS4","Motu at Houpoto (NRWQN) (GS4)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00261635065254864,"A",0.00830070121118295,"A","A","",5,14.9,"ABC",542.84,"BC",4.80769230769231,"A",9.61538461538462,"A","B","",4005222,"bay of plenty","niwa","lowland","Forest",-37.8636932373047,177.632278442383,"2019-07-11","Forest",139,"Lowland"
"ebop-00047","GM781934","pongakawa at pumphouse","Overall",1.344,"B",1.4436,"A","B","",0.000764888264888265,"A",0.00268063982349697,"A","A","",NA,39.5,NA,167,NA,0,NA,2.4390243902439,NA,NA," Need 60 values, have only 41",4005113,"bay of plenty","boprc","lowland","Rural",-37.9013550234117,176.500737085208,"23-Jun-2020","Rural",45,"Lowland"
"ebop-00048","IG265664","rangitaiki at murupara","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00417163289630513,"A",0.0120185440575284,"A","A","",5,28,"ABC",208.5,"ABC",1.30718954248366,"A",3.92156862745098,"A","A","",4022486,"bay of plenty","boprc","upland","Forest",-38.4601551204011,176.69768552677,"23-Jun-2020","Forest",195,"Upland"
"ebop-00050","RO2","Tarawera at Awakaponga (NRWQN) (RO2)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.0210793450881612,"A",0.0308453619941582,"A","A","",5,65.05,"ABC",233.55,"ABC",1.66666666666667,"A",3.33333333333333,"A","A","",4006225,"bay of plenty","niwa","lowland","Forest",-37.9389953613281,176.767044067383,"2019-07-11","Rural",42.9373130798,"Lowland"
"ebop-00051","GJ662805","tarawera at lake outlet","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00159884463984459,"A",0.00529373957754308,"A","A","",5,1,"ABC",12,"ABC",0,"A",0,"A","A","",4014379,"bay of plenty","boprc","upland","Forest",-38.1832613030459,176.500596760016,"23-Jun-2020","Forest",531.5,"Upland"
"ebop-00052","BQ723939","uretara at henry rd ford","Overall",0.2,"A",0.523125,"A","A","",0.00172413793103448,"A",0.00484877734877735,"A","A","",5,230,"D",1485,"DE",23.4741784037559,"D",43.6619718309859,"D","D","",4000415,"bay of plenty","boprc","lowland","Rural",-37.5565881128289,175.912099144522,"23-Jun-2020","Rural",21,"Lowland"
"ebop-00053","IG691428","whirinaki at galatea","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00275103163686382,"A",0.00804963906960163,"A","A","",5,32.3,"ABC",342.45,"ABC",1.8348623853211,"A",8.25688073394496,"A","A","",4022892,"bay of plenty","boprc","upland","Forest",-38.4798169932264,176.747577277343,"23-Jun-2020","Forest",230,"Upland"
"ebop-00057","FO620177","kaituna at te matai","Overall",0.5355,"A",0.722,"A","A","",0.013868825722274,"A",0.0343629632399686,"A","A","",5,76.8335,"ABC",2000,"DE",10.1694915254237,"C",16.1016949152542,"A","D","",4002830,"bay of plenty","boprc","lowland","Rural",-37.7934217549296,176.363800997398,"23-Jun-2020","Rural",8.7598183155075,"Lowland"
"ebop-00062","MK307635","nukuhou at glenholme rd","Overall",0.4805,"A",0.9985,"A","A","",0.0120689655172414,"A",0.0423079937304075,"A","A","",5,290,"DE",6750,"DE",36.6666666666667,"E",51.6666666666667,"DE","E","",4011135,"bay of plenty","boprc","lowland","Rural",-38.0876915281408,177.139409587158,"23-Jun-2020","Rural",19,"Lowland"
"ebop-00070","JL350292","rangitaiki at te teko","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00460530374300211,"A",0.0100229465261843,"A","A","",5,27.975,"ABC",280,"ABC",3.63636363636364,"A",5.45454545454545,"A","A","",4009262,"bay of plenty","boprc","lowland","Forest",-38.0400378942047,176.800003428746,"23-Jun-2020","Forest",-3,"Lowland"
"ebop-00075","JM102399","tarawera at awakaponga","Overall",0.412,"A",0.4496,"A","A","",0.0225471027372911,"A",0.0326288659793814,"A","A","",5,68,"ABC",229.5,"ABC",2.56410256410256,"A",4.27350427350427,"A","A","",4005288,"bay of plenty","boprc","lowland","Rural",-37.9414091255637,176.766690971962,"23-Jun-2020","Rural",-21.96124916078,"Lowland"
"ebop-00101","RO629568","kereu at sh35","Overall",0.03,"A",0.1156,"A","A","",0.00132528475581214,"A",0.00373259201839031,"A","A","",5,5,"ABC",100.9999,"ABC",2.18978102189781,"A",2.91970802919708,"A","A","",4002192,"bay of plenty","boprc","lowland","Forest",-37.7115237930874,177.721793712608,"23-Jun-2020","Forest",72.5,"Lowland"
"ecan-00001","SQ10012","willowburn quailburn road","Overall",0.875,"A",1.225,"A","A","",0.0057928874972042,"A",0.0116478233729809,"A","A","",6,378,"DE",1689.7,"DE",31.25,"E",59.375,"DE","E","",16282,"canterbury","ecan","upland","Rural",-44.4586391847475,169.97260940189,"23-Jun-2020","Rural",440,"Upland"
"ecan-00002","SQ10037","sutherlands creek ben omar road","Overall",0.07,"A",0.3475,"A","A","",0.00210970464135021,"A",0.00867212602136308,"A","A","",6,326,"DE",2649.9,"DE",36.5079365079365,"E",52.3809523809524,"DE","E","",16444,"canterbury","ecan","upland","Rural",-44.4652256134142,170.037831405501,"23-Jun-2020","Rural",394,"Upland"
"ecan-00003","SQ10057","hakataramea river cattle creek","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 16 Need 30 values for overall 95%ile, have 16",NA,NA,NA,NA,NA," Need 30 values for overall median, have 16 Need 30 values for overall 95%ile, have 16",NA,28.5,NA,761.3,NA,10.5263157894737,NA,21.0526315789474,NA,NA," Need 60 values, have only 19",17133,"canterbury","ecan","upland","Rural",-44.5092562695125,170.680355318672,"23-Jun-2020","Rural",415,"Upland"
"ecan-00007","SQ10804","wairepo creek at arm inlet","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,35,NA,338.35,NA,0,NA,23.8095238095238,NA,NA," Need 60 values, have only 21",12700,"canterbury","ecan","upland","Forest",-44.304589203999,170.070366166664,"23-Jun-2020","Rural",464,"Upland"
"ecan-00008","SQ10814","cattle creek morland settlement road","Overall",0.027,"A",0.07095,"A","A","",0.00255754475703325,"A",0.00684128924023107,"A","A","",6,52,"ABC",1684.85,"DE",12.6984126984127,"C",19.047619047619,"A","D","",17128,"canterbury","ecan","upland","Rural",-44.5088760634413,170.675740062008,"23-Jun-2020","Rural",446,"Upland"
"ecan-00010","SQ10818","deadman stream hakataramea valley road","Overall",0.0405,"A",3.21,"B","B","",0.00225123818099955,"A",0.0229406130268199,"A","A","",6,164.5,"D",2662,"DE",36.6666666666667,"E",45,"D","E","",18543,"canterbury","ecan","upland","Rural",-44.5980074564774,170.63545129395,"23-Jun-2020","Rural",336,"Upland"
"ecan-00014","SQ20104","ashburton river at sh1","Overall",0.94,"A",1.984,"B","B","",0.00300842358604092,"A",0.0169026777350689,"A","A","",6,122,"ABC",2662,"DE",22.2222222222222,"D",34.9206349206349,"D","D","",58824,"canterbury","ecan","lowland","Urban",-43.9095209565713,171.738744417191,"23-Jun-2020","Urban",93,"Lowland"
"ecan-00016","SQ20106","ashburton river north branch at digbys bridge","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 14 Need 30 values for overall 95%ile, have 14",NA,NA,NA,NA,NA," Need 30 values for overall median, have 14 Need 30 values for overall 95%ile, have 14",NA,110.5,NA,2239.2,NA,11.7647058823529,NA,17.6470588235294,NA,NA," Need 60 values, have only 17",57396,"canterbury","ecan","lowland","Rural",-43.8538069758746,171.731047467937,"23-Jun-2020","Rural",125,"Lowland"
"ecan-00018","SQ20107","ashburton river south branch at hills road","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,238,NA,2225.2,NA,23.8095238095238,NA,42.8571428571429,NA,NA," Need 60 values, have only 21",57996,"canterbury","ecan","lowland","Rural",-43.8677201381674,171.699936171661,"23-Jun-2020","Rural",117,"Lowland"
"ecan-00020","SQ20112","ashburton river north branch at sh72","Overall",0.025,"A",0.077,"A","A","",0.00308268904752131,"A",0.00461254612546126,"A","A","",6,20,"ABC",261,"ABC",1.61290322580645,"A",4.83870967741935,"A","A","",48738,"canterbury","ecan","upland","Rural",-43.6052352191034,171.531915171048,"23-Jun-2020","Rural",430,"Upland"
"ecan-00025","SQ20176","rangitata river upstream of sh1 bridge","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,145.5,NA,2391.6,NA,23.8095238095238,NA,33.3333333333333,NA,NA," Need 60 values, have only 21",61585,"canterbury","ecan","lowland","Rural",-44.0514733151779,171.402048221479,"23-Jun-2020","Rural",103,"Lowland"
"ecan-00026","SQ20177","rangitata river sh72","Overall",0.058,"A",0.1766,"A","A","",0.00402576489533011,"A",0.00849767260445419,"A","A","",6,41,"ABC",643.6,"BC",7.69230769230769,"B",10.7692307692308,"A","B","",60064,"canterbury","ecan","upland","Rural",-43.9746291022334,171.300218477889,"23-Jun-2020","Rural",218,"Upland"
"ecan-00027","SQ20195","smithfield creek te awa rd","Overall",4.5,"C",6.395,"C","C","",0.00193648334624322,"A",0.0138961436398773,"A","A","",6,291,"DE",2589.04999999999,"DE",30.1587301587302,"E",57.1428571428571,"DE","E","",63898,"canterbury","ecan","lowland","Rural",-44.2107394898403,171.26315101513,"23-Jun-2020","Rural",26,"Lowland"
"ecan-00028","SQ20199","taumatakahu stream murray st","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,548,NA,1458.2,NA,54.5454545454545,NA,81.8181818181818,NA,NA," Need 60 values, have only 22",70001,"canterbury","ecan","lowland","Urban",-44.2492570143838,171.300171998514,"23-Jun-2020","Rural",8,"Lowland"
"ecan-00034","SQ20252","temuka river manse bridge","Overall",1.69,"B",2.59,"B","B","",0.00225123818099955,"A",0.0182509505703422,"A","A","",6,82.5,"ABC",1942.7,"DE",14.0625,"C",18.75,"A","D","",64432,"canterbury","ecan","lowland","Rural",-44.244727215606,171.267715890338,"23-Jun-2020","Rural",11,"Lowland"
"ecan-00036","SQ20318","raukapuka creek coach road","Overall",2.1,"B",3.485,"B","B","",0.00193650193650194,"A",0.00524137931034482,"A","A","",6,387,"DE",1553,"DE",30.1587301587302,"E",66.6666666666667,"DE","E","",62728,"canterbury","ecan","lowland","Rural",-44.1263406312623,171.26409968914,"23-Jun-2020","Rural",88,"Lowland"
"ecan-00038","SQ20332","waihi river waimarie","Overall",0.178,"A",0.41,"A","A","",0.0831024930747923,"B",0.154004106776181,"B","B","",6,41.5,"ABC",579,"BC",4.83870967741935,"A",17.741935483871,"A","B","",60742,"canterbury","ecan","upland","Rural",-44.0034631945214,171.165278923676,"23-Jun-2020","Rural",298,"Upland"
"ecan-00040","SQ20350","te ngawai river 200m u/s te ngawai road","Overall",0.163,"A",0.9545,"A","A","",0.00289687137891078,"A",0.00873452318229713,"A","A","",6,26,"ABC",1064.4,"C",6.55737704918033,"B",6.55737704918033,"A","C","",64572,"canterbury","ecan","lowland","Rural",-44.245427456632,171.113245952234,"23-Jun-2020","Rural",80,"Lowland"
"ecan-00042","SQ20401","saltwater creek sh1 bridge","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 16 Need 30 values for overall 95%ile, have 16",NA,NA,NA,NA,NA," Need 30 values for overall median, have 15 Need 30 values for overall 95%ile, have 15",NA,42.5,NA,2662,NA,20,NA,25,NA,NA," Need 60 values, have only 20",66278,"canterbury","ecan","lowland","Urban",-44.4177432490757,171.242543374206,"23-Jun-2020","Rural",13,"Lowland"
"ecan-00045","SQ20509","boundary drain trigpole road","Overall",11.7,"D",15.355,"D","D","",0.00206611570247934,"A",0.0131274246781571,"A","A","",6,299.5,"DE",2333.3,"DE",26.5625,"D",54.6875,"DE","D","",62653,"canterbury","ecan","lowland","Rural",-44.0944191842254,171.62389841754,"23-Jun-2020","Rural",25,"Lowland"
"ecan-00046","SQ20545","rhodes stream parke road","Overall",7.9,"D",9.29,"C","D","",0.00193949264437258,"A",0.00907655880031571,"A","A","",6,102,"ABC",2420,"DE",12.6984126984127,"C",23.8095238095238,"BC","D","",64295,"canterbury","ecan","lowland","Rural",-44.2266638342398,171.407107057755,"23-Jun-2020","Rural",6,"Lowland"
"ecan-00047","SQ20575","waihao river bradshaw bridge","Overall",0.425,"A",1.062,"A","A","",0.00212765957446809,"A",0.00247867932255655,"A","A","",6,57,"ABC",307.1,"ABC",3.125,"A",9.375,"A","A","",68957,"canterbury","ecan","lowland","Rural",-44.7793002290277,171.157808543354,"23-Jun-2020","Rural",4,"Lowland"
"ecan-00049","SQ20577","waihao river mcculloch bridge","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,108.5,NA,587.199999999999,NA,4.54545454545455,NA,18.1818181818182,NA,NA," Need 60 values, have only 22",69160,"canterbury","ecan","lowland","Rural",-44.8004997872664,170.975731755204,"23-Jun-2020","Rural",74,"Lowland"
"ecan-00050","SQ20725","hae hae te moana river south branch sheep dip road","Overall",0.075,"A",0.3515,"A","A","",0.00343878954607978,"A",0.0122803381962864,"A","A","",6,63,"ABC",1321.65,"DE",13.1147540983607,"C",18.0327868852459,"A","D","",61335,"canterbury","ecan","upland","Rural",-44.0414997577651,171.111039569109,"23-Jun-2020","Forest",237,"Upland"
"ecan-00052","SQ21047","ohapi creek upstream orari river confluence","Overall",0.91,"A",1.92,"B","B","",0.00314473369841252,"A",0.0175808720112518,"A","A","",6,248,"D",1973.35,"DE",33.3333333333333,"E",49.2063492063492,"D","E","",64439,"canterbury","ecan","lowland","Rural",-44.2399269167372,171.386471284131,"23-Jun-2020","Rural",5,"Lowland"
"ecan-00053","SQ21049","orakipaoa creek milford lagoon rd","Overall",1.65,"B",3.095,"B","B","",0.00511216318387479,"A",0.0320754716981132,"A","A","",6,387,"DE",2662,"DE",33.3333333333333,"E",58.7301587301587,"DE","E","",64794,"canterbury","ecan","lowland","Rural",-44.2639841523325,171.336934555297,"23-Jun-2020","Rural",4,"Lowland"
"ecan-00054","SQ21160","waikakahi stream cock & hen road","Overall",3.45,"C",5.28,"C","C","",0.00334681617869758,"A",0.107933579335793,"B","B","",6,243.5,"D",2662,"DE",37.5,"E",50,"D","E","",23169,"canterbury","ecan","lowland","Rural",-44.871471120161,170.965024215105,"23-Jun-2020","Rural",65,"Lowland"
"ecan-00055","SQ21289","whitneys creek carrolls rd","Overall",1.76,"B",3.1,"B","B","",0.00436904319948928,"A",0.0573275862068966,"B","B","",6,146.5,"D",2662,"DE",31.25,"E",42.1875,"D","E","",23742,"canterbury","ecan","lowland","Rural",-44.8990727578079,171.122406750752,"23-Jun-2020","Rural",26,"Lowland"
"ecan-00057","SQ21292","buchanans creek upstream confluence waihao river","Overall",0.71,"A",1.358,"A","A","",0.00199203187250996,"A",0.00600539228592351,"A","A","",6,106.5,"ABC",430.2,"ABC",3.125,"A",12.5,"A","A","",68955,"canterbury","ecan","lowland","Rural",-44.7753082562782,171.152927657569,"23-Jun-2020","Rural",3,"Lowland"
"ecan-00058","SQ21296","sir charles creek end of haymans road","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,361.5,NA,1106.4,NA,31.8181818181818,NA,59.0909090909091,NA,NA," Need 60 values, have only 22",68672,"canterbury","ecan","lowland","Rural",-44.749172725692,171.160595312284,"23-Jun-2020","Rural",4,"Lowland"
"ecan-00059","SQ21298","hook river beach road","Overall",2.05,"B",4.45,"C","C","",0.00193050193050193,"A",0.004626263502668,"A","A","",6,192.5,"D",2551.1,"DE",31.25,"E",42.1875,"D","E","",68187,"canterbury","ecan","lowland","Rural",-44.6762283808225,171.147463390604,"23-Jun-2020","Rural",6,"Lowland"
"ecan-00061","SQ21299","hook drain end hook-beach road","Overall",3.2,"C",6.57,"C","C","",0.0223092413053277,"A",0.155297985366342,"B","B","",5,108,"ABC",2042.15,"DE",16.3934426229508,"C",22.9508196721311,"BC","D","",68115,"canterbury","ecan","lowland","Rural",-44.6656823451987,171.161980272293,"23-Jun-2020","Rural",0,"Lowland"
"ecan-00062","SQ21309","coopers creek sh72","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 15 Need 30 values for overall 95%ile, have 15",NA,NA,NA,NA,NA," Need 30 values for overall median, have 15 Need 30 values for overall 95%ile, have 15",NA,866,NA,2493,NA,57.8947368421053,NA,68.4210526315789,NA,NA," Need 60 values, have only 19",61028,"canterbury","ecan","upland","Forest",-44.0155449931473,171.277695291966,"23-Jun-2020","Rural",176,"Upland"
