"LawaID","Parameter","Altitude","Landuse","Median","StateScore"
"arc-00027","DRP","Upland","Forest",0.007,2
"arc-00027","TP","Upland","Forest",0.012,3
"arc-00027","ECOLI","Upland","Forest",40,3
"arc-00028","TURB","All","All",1.75,2
"arc-00028","NH4","All","All",0.006,3
"arc-00028","PH","All","All",7.05,2
"arc-00028","TON","All","All",2.6,4
"arc-00028","TN","All","All",2.75,4
"arc-00028","DRP","All","All",0.009,2
"arc-00028","TP","All","All",0.0165,2
"arc-00028","ECOLI","All","All",270,3
"arc-00028","TURB","Lowland","All",1.75,2
"arc-00028","NH4","Lowland","All",0.006,2
"arc-00028","PH","Lowland","All",7.05,2
"arc-00028","TON","Lowland","All",2.6,4
"arc-00028","TN","Lowland","All",2.75,4
"arc-00028","DRP","Lowland","All",0.009,2
"arc-00028","TP","Lowland","All",0.0165,2
"arc-00028","ECOLI","Lowland","All",270,3
"arc-00028","TURB","All","Rural",1.75,2
"arc-00028","NH4","All","Rural",0.006,3
"arc-00028","PH","All","Rural",7.05,2
"arc-00028","TON","All","Rural",2.6,4
"arc-00028","TN","All","Rural",2.75,4
"arc-00028","DRP","All","Rural",0.009,2
"arc-00028","TP","All","Rural",0.0165,2
"arc-00028","ECOLI","All","Rural",270,3
"arc-00028","TURB","Lowland","Rural",1.75,2
"arc-00028","NH4","Lowland","Rural",0.006,2
"arc-00028","PH","Lowland","Rural",7.05,2
"arc-00028","TON","Lowland","Rural",2.6,4
"arc-00028","TN","Lowland","Rural",2.75,4
"arc-00028","DRP","Lowland","Rural",0.009,2
"arc-00028","TP","Lowland","Rural",0.0165,2
"arc-00028","ECOLI","Lowland","Rural",270,3
"arc-00029","TURB","All","All",3.15,3
"arc-00029","NH4","All","All",0.0105,3
"arc-00029","PH","All","All",7.235,2
"arc-00029","TON","All","All",12.95,4
"arc-00029","TN","All","All",13.65,4
"arc-00029","DRP","All","All",0.009,2
"arc-00029","TP","All","All",0.0205,2
"arc-00029","ECOLI","All","All",955,4
"arc-00029","TURB","Lowland","All",3.15,3
"arc-00029","NH4","Lowland","All",0.0105,3
"arc-00029","PH","Lowland","All",7.235,1
"arc-00029","TON","Lowland","All",12.95,4
"arc-00029","TN","Lowland","All",13.65,4
"arc-00029","DRP","Lowland","All",0.009,2
"arc-00029","TP","Lowland","All",0.0205,2
"arc-00029","ECOLI","Lowland","All",955,4
"arc-00029","TURB","All","Rural",3.15,3
"arc-00029","NH4","All","Rural",0.0105,3
"arc-00029","PH","All","Rural",7.235,2
"arc-00029","TON","All","Rural",12.95,4
"arc-00029","TN","All","Rural",13.65,4
"arc-00029","DRP","All","Rural",0.009,2
"arc-00029","TP","All","Rural",0.0205,2
"arc-00029","ECOLI","All","Rural",955,4
"arc-00029","TURB","Lowland","Rural",3.15,3
"arc-00029","NH4","Lowland","Rural",0.0105,3
"arc-00029","PH","Lowland","Rural",7.235,2
"arc-00029","TON","Lowland","Rural",12.95,4
"arc-00029","TN","Lowland","Rural",13.65,4
"arc-00029","DRP","Lowland","Rural",0.009,2
"arc-00029","TP","Lowland","Rural",0.0205,2
"arc-00029","ECOLI","Lowland","Rural",955,4
"arc-00030","TURB","All","All",6.9,4
"arc-00030","NH4","All","All",0.0025,1
"arc-00030","PH","All","All",7.595,1
"arc-00030","TON","All","All",0.057,1
"arc-00030","TN","All","All",0.1155,1
"arc-00030","DRP","All","All",0.0195,3
"arc-00030","TP","All","All",0.0355,3
"arc-00030","ECOLI","All","All",69,2
"arc-00030","TURB","Upland","All",6.9,4
"arc-00030","NH4","Upland","All",0.0025,1
"arc-00030","PH","Upland","All",7.595,1
"arc-00030","TON","Upland","All",0.057,2
"arc-00030","TN","Upland","All",0.1155,2
"arc-00030","DRP","Upland","All",0.0195,4
"arc-00030","TP","Upland","All",0.0355,4
"arc-00030","ECOLI","Upland","All",69,3
"arc-00030","TURB","All","Forest",6.9,4
"arc-00030","NH4","All","Forest",0.0025,1
"arc-00030","PH","All","Forest",7.595,1
"arc-00030","TON","All","Forest",0.057,2
"arc-00030","TN","All","Forest",0.1155,2
"arc-00030","DRP","All","Forest",0.0195,4
"arc-00030","TP","All","Forest",0.0355,4
"arc-00030","ECOLI","All","Forest",69,3
"arc-00030","TURB","Upland","Forest",6.9,4
"arc-00030","NH4","Upland","Forest",0.0025,1
"arc-00030","PH","Upland","Forest",7.595,1
"arc-00030","TON","Upland","Forest",0.057,2
"arc-00030","TN","Upland","Forest",0.1155,2
"arc-00030","DRP","Upland","Forest",0.0195,4
"arc-00030","TP","Upland","Forest",0.0355,4
"arc-00030","ECOLI","Upland","Forest",69,4
"arc-00031","TURB","All","All",7.8,4
"arc-00031","NH4","All","All",0.018,4
"arc-00031","PH","All","All",6.72,2
"arc-00031","TON","All","All",0.032,1
"arc-00031","TN","All","All",0.26,2
"arc-00031","DRP","All","All",0.006,2
"arc-00031","TP","All","All",0.016,2
"arc-00031","ECOLI","All","All",81,2
"arc-00031","TURB","Lowland","All",7.8,4
"arc-00031","NH4","Lowland","All",0.018,3
"arc-00031","PH","Lowland","All",6.72,2
"arc-00031","TON","Lowland","All",0.032,1
"arc-00031","TN","Lowland","All",0.26,1
"arc-00031","DRP","Lowland","All",0.006,1
"arc-00031","TP","Lowland","All",0.016,2
"arc-00031","ECOLI","Lowland","All",81,2
"arc-00031","TURB","All","Forest",7.8,4
"arc-00031","NH4","All","Forest",0.018,4
"arc-00031","PH","All","Forest",6.72,2
"arc-00031","TON","All","Forest",0.032,1
"arc-00031","TN","All","Forest",0.26,3
"arc-00031","DRP","All","Forest",0.006,2
"arc-00031","TP","All","Forest",0.016,3
"arc-00031","ECOLI","All","Forest",81,3
"arc-00031","TURB","Lowland","Forest",7.8,4
"arc-00031","NH4","Lowland","Forest",0.018,4
"arc-00031","PH","Lowland","Forest",6.72,2
"arc-00031","TON","Lowland","Forest",0.032,1
"arc-00031","TN","Lowland","Forest",0.26,3
"arc-00031","DRP","Lowland","Forest",0.006,2
"arc-00031","TP","Lowland","Forest",0.016,3
"arc-00031","ECOLI","Lowland","Forest",81,3
"arc-00033","TURB","All","All",4.4,3
"arc-00033","NH4","All","All",0.006,3
"arc-00033","PH","All","All",7.55,1
"arc-00033","TON","All","All",0.062,1
"arc-00033","TN","All","All",0.28,2
"arc-00033","DRP","All","All",0.012,3
"arc-00033","TP","All","All",0.029,3
"arc-00033","ECOLI","All","All",230,3
"arc-00033","TURB","Lowland","All",4.4,3
"arc-00033","NH4","Lowland","All",0.006,2
"arc-00033","PH","Lowland","All",7.55,1
"arc-00033","TON","Lowland","All",0.062,1
"arc-00033","TN","Lowland","All",0.28,1
"arc-00033","DRP","Lowland","All",0.012,3
"arc-00033","TP","Lowland","All",0.029,3
"arc-00033","ECOLI","Lowland","All",230,3
"arc-00033","TURB","All","Rural",4.4,3
"arc-00033","NH4","All","Rural",0.006,3
"arc-00033","PH","All","Rural",7.55,1
"arc-00033","TON","All","Rural",0.062,1
"arc-00033","TN","All","Rural",0.28,1
"arc-00033","DRP","All","Rural",0.012,3
"arc-00033","TP","All","Rural",0.029,3
"arc-00033","ECOLI","All","Rural",230,3
"arc-00033","TURB","Lowland","Rural",4.4,3
"arc-00033","NH4","Lowland","Rural",0.006,2
"arc-00033","PH","Lowland","Rural",7.55,1
"arc-00033","TON","Lowland","Rural",0.062,1
"arc-00033","TN","Lowland","Rural",0.28,1
"arc-00033","DRP","Lowland","Rural",0.012,3
"arc-00033","TP","Lowland","Rural",0.029,3
"arc-00033","ECOLI","Lowland","Rural",230,3
"arc-00034","TURB","All","All",5.5,4
"arc-00034","NH4","All","All",0.03,4
"arc-00034","PH","All","All",7.43,1
"arc-00034","TON","All","All",0.54,3
"arc-00034","TN","All","All",1.04,3
"arc-00034","DRP","All","All",0.02,4
"arc-00034","TP","All","All",0.061,4
"arc-00034","ECOLI","All","All",740,4
"arc-00034","TURB","Lowland","All",5.5,4
"arc-00034","NH4","Lowland","All",0.03,4
"arc-00034","PH","Lowland","All",7.43,1
"arc-00034","TON","Lowland","All",0.54,3
"arc-00034","TN","Lowland","All",1.04,3
"arc-00034","DRP","Lowland","All",0.02,3
"arc-00034","TP","Lowland","All",0.061,4
"arc-00034","ECOLI","Lowland","All",740,4
"arc-00034","TURB","All","Urban",5.5,3
"arc-00034","NH4","All","Urban",0.03,3
"arc-00034","PH","All","Urban",7.43,1
"arc-00034","TON","All","Urban",0.54,2
"arc-00034","TN","All","Urban",1.04,2
"arc-00034","DRP","All","Urban",0.02,3
"arc-00034","TP","All","Urban",0.061,3
"arc-00034","ECOLI","All","Urban",740,4
"arc-00034","TURB","Lowland","Urban",5.5,3
"arc-00034","NH4","Lowland","Urban",0.03,3
"arc-00034","PH","Lowland","Urban",7.43,1
"arc-00034","TON","Lowland","Urban",0.54,2
"arc-00034","TN","Lowland","Urban",1.04,2
"arc-00034","DRP","Lowland","Urban",0.02,3
"arc-00034","TP","Lowland","Urban",0.061,3
"arc-00034","ECOLI","Lowland","Urban",740,4
"arc-00035","TURB","All","All",6.9,4
"arc-00035","NH4","All","All",0.024,4
"arc-00035","PH","All","All",7.12,2
"arc-00035","TON","All","All",0.168,2
"arc-00035","TN","All","All",0.63,3
"arc-00035","DRP","All","All",0.0205,4
"arc-00035","TP","All","All",0.058,4
"arc-00035","ECOLI","All","All",350,4
"arc-00035","TURB","Lowland","All",6.9,4
"arc-00035","NH4","Lowland","All",0.024,4
"arc-00035","PH","Lowland","All",7.12,2
"arc-00035","TON","Lowland","All",0.168,2
"arc-00035","TN","Lowland","All",0.63,3
"arc-00035","DRP","Lowland","All",0.0205,3
"arc-00035","TP","Lowland","All",0.058,4
"arc-00035","ECOLI","Lowland","All",350,4
"arc-00035","TURB","All","Rural",6.9,4
"arc-00035","NH4","All","Rural",0.024,4
"arc-00035","PH","All","Rural",7.12,2
"arc-00035","TON","All","Rural",0.168,2
"arc-00035","TN","All","Rural",0.63,3
"arc-00035","DRP","All","Rural",0.0205,4
"arc-00035","TP","All","Rural",0.058,4
"arc-00035","ECOLI","All","Rural",350,4
"arc-00035","TURB","Lowland","Rural",6.9,4
"arc-00035","NH4","Lowland","Rural",0.024,4
"arc-00035","PH","Lowland","Rural",7.12,2
"arc-00035","TON","Lowland","Rural",0.168,2
"arc-00035","TN","Lowland","Rural",0.63,2
"arc-00035","DRP","Lowland","Rural",0.0205,3
"arc-00035","TP","Lowland","Rural",0.058,4
"arc-00035","ECOLI","Lowland","Rural",350,4
"arc-00036","TURB","All","All",10,4
"arc-00036","NH4","All","All",0.025,4
"arc-00036","PH","All","All",7.1,2
"arc-00036","TON","All","All",0.39,3
"arc-00036","TN","All","All",0.65,3
"arc-00036","DRP","All","All",0.011,3
"arc-00036","TP","All","All",0.031,3
"arc-00036","ECOLI","All","All",980,4
"arc-00036","TURB","Lowland","All",10,4
"arc-00036","NH4","Lowland","All",0.025,4
"arc-00036","PH","Lowland","All",7.1,2
"arc-00036","TON","Lowland","All",0.39,3
"arc-00036","TN","Lowland","All",0.65,3
"arc-00036","DRP","Lowland","All",0.011,2
"arc-00036","TP","Lowland","All",0.031,3
"arc-00036","ECOLI","Lowland","All",980,4
"arc-00036","TURB","All","Urban",10,4
"arc-00036","NH4","All","Urban",0.025,3
"arc-00036","PH","All","Urban",7.1,2
"arc-00036","TON","All","Urban",0.39,2
"arc-00036","TN","All","Urban",0.65,2
"arc-00036","DRP","All","Urban",0.011,1
"arc-00036","TP","All","Urban",0.031,2
"arc-00036","ECOLI","All","Urban",980,4
"arc-00036","TURB","Lowland","Urban",10,4
"arc-00036","NH4","Lowland","Urban",0.025,3
"arc-00036","PH","Lowland","Urban",7.1,2
"arc-00036","TON","Lowland","Urban",0.39,2
"arc-00036","TN","Lowland","Urban",0.65,2
"arc-00036","DRP","Lowland","Urban",0.011,2
"arc-00036","TP","Lowland","Urban",0.031,2
"arc-00036","ECOLI","Lowland","Urban",980,4
"arc-00038","TURB","All","All",6.7,4
"arc-00038","NH4","All","All",0.0025,1
"arc-00038","PH","All","All",6.855,2
"arc-00038","TON","All","All",0.0079,1
"arc-00038","TN","All","All",0.097,1
"arc-00038","DRP","All","All",0.007,2
"arc-00038","TP","All","All",0.012,1
"arc-00038","ECOLI","All","All",51,2
"arc-00038","TURB","Upland","All",6.7,4
"arc-00038","NH4","Upland","All",0.0025,1
"arc-00038","PH","Upland","All",6.855,2
"arc-00038","TON","Upland","All",0.0079,1
"arc-00038","TN","Upland","All",0.097,1
"arc-00038","DRP","Upland","All",0.007,2
"arc-00038","TP","Upland","All",0.012,2
"arc-00038","ECOLI","Upland","All",51,3
"arc-00038","TURB","All","Forest",6.7,4
"arc-00038","NH4","All","Forest",0.0025,1
"arc-00038","PH","All","Forest",6.855,2
"arc-00038","TON","All","Forest",0.0079,1
"arc-00038","TN","All","Forest",0.097,1
"arc-00038","DRP","All","Forest",0.007,2
"arc-00038","TP","All","Forest",0.012,2
"arc-00038","ECOLI","All","Forest",51,3
"arc-00038","TURB","Upland","Forest",6.7,4
"arc-00038","NH4","Upland","Forest",0.0025,1
"arc-00038","PH","Upland","Forest",6.855,2
"arc-00038","TON","Upland","Forest",0.0079,1
"arc-00038","TN","Upland","Forest",0.097,2
"arc-00038","DRP","Upland","Forest",0.007,2
"arc-00038","TP","Upland","Forest",0.012,3
"arc-00038","ECOLI","Upland","Forest",51,4
"arc-00039","TURB","All","All",9.95,4
"arc-00039","NH4","All","All",0.008,3
"arc-00039","PH","All","All",6.975,2
"arc-00039","TON","All","All",0.1525,2
"arc-00039","TN","All","All",0.35,2
"arc-00039","DRP","All","All",0.02,4
"arc-00039","TP","All","All",0.042,3
"arc-00039","ECOLI","All","All",42,1
"arc-00039","TURB","Upland","All",9.95,4
"arc-00039","NH4","Upland","All",0.008,3
"arc-00039","PH","Upland","All",6.975,2
"arc-00039","TON","Upland","All",0.1525,2
"arc-00039","TN","Upland","All",0.35,3
"arc-00039","DRP","Upland","All",0.02,4
"arc-00039","TP","Upland","All",0.042,4
"arc-00039","ECOLI","Upland","All",42,2
"arc-00039","TURB","All","Rural",9.95,4
"arc-00039","NH4","All","Rural",0.008,3
"arc-00039","PH","All","Rural",6.975,2
"arc-00039","TON","All","Rural",0.1525,2
"arc-00039","TN","All","Rural",0.35,2
"arc-00039","DRP","All","Rural",0.02,4
"arc-00039","TP","All","Rural",0.042,3
"arc-00039","ECOLI","All","Rural",42,1
"arc-00039","TURB","Upland","Rural",9.95,4
"arc-00039","NH4","Upland","Rural",0.008,3
"arc-00039","PH","Upland","Rural",6.975,2
"arc-00039","TON","Upland","Rural",0.1525,2
"arc-00039","TN","Upland","Rural",0.35,2
"arc-00039","DRP","Upland","Rural",0.02,4
"arc-00039","TP","Upland","Rural",0.042,4
"arc-00039","ECOLI","Upland","Rural",42,2
"arc-00040","TURB","All","All",9.95,4
"arc-00040","NH4","All","All",0.007,3
"arc-00040","PH","All","All",7.12,2
"arc-00040","TON","All","All",0.139,2
"arc-00040","TN","All","All",0.29,2
"arc-00040","DRP","All","All",0.012,3
"arc-00040","TP","All","All",0.031,3
"arc-00040","ECOLI","All","All",70,2
"arc-00040","TURB","Upland","All",9.95,4
"arc-00040","NH4","Upland","All",0.007,3
"arc-00040","PH","Upland","All",7.12,2
"arc-00040","TON","Upland","All",0.139,2
"arc-00040","TN","Upland","All",0.29,2
"arc-00040","DRP","Upland","All",0.012,3
"arc-00040","TP","Upland","All",0.031,3
"arc-00040","ECOLI","Upland","All",70,3
"arc-00040","TURB","All","Rural",9.95,4
"arc-00040","NH4","All","Rural",0.007,3
"arc-00040","PH","All","Rural",7.12,2
"arc-00040","TON","All","Rural",0.139,2
"arc-00040","TN","All","Rural",0.29,1
"arc-00040","DRP","All","Rural",0.012,3
"arc-00040","TP","All","Rural",0.031,3
"arc-00040","ECOLI","All","Rural",70,2
"arc-00040","TURB","Upland","Rural",9.95,4
"arc-00040","NH4","Upland","Rural",0.007,3
"arc-00040","PH","Upland","Rural",7.12,2
"arc-00040","TON","Upland","Rural",0.139,2
"arc-00040","TN","Upland","Rural",0.29,2
"arc-00040","DRP","Upland","Rural",0.012,3
"arc-00040","TP","Upland","Rural",0.031,3
"arc-00040","ECOLI","Upland","Rural",70,2
"arc-00074","TURB","All","All",9.5,4
"arc-00074","NH4","All","All",0.023,4
"arc-00074","PH","All","All",7.35,1
"arc-00074","TON","All","All",0.325,3
"arc-00074","TN","All","All",0.63,3
"arc-00074","DRP","All","All",0.014,3
"arc-00074","TP","All","All",0.0445,3
"arc-00074","ECOLI","All","All",605,4
"arc-00074","TURB","Upland","All",9.5,4
"arc-00074","NH4","Upland","All",0.023,4
"arc-00074","PH","Upland","All",7.35,1
"arc-00074","TON","Upland","All",0.325,3
"arc-00074","TN","Upland","All",0.63,3
"arc-00074","DRP","Upland","All",0.014,3
"arc-00074","TP","Upland","All",0.0445,4
"arc-00074","ECOLI","Upland","All",605,4
"arc-00074","TURB","All","Urban",9.5,4
"arc-00074","NH4","All","Urban",0.023,2
"arc-00074","PH","All","Urban",7.35,1
"arc-00074","TON","All","Urban",0.325,1
"arc-00074","TN","All","Urban",0.63,1
"arc-00074","DRP","All","Urban",0.014,2
"arc-00074","TP","All","Urban",0.0445,3
"arc-00074","ECOLI","All","Urban",605,4
"arc-00074","TURB","Upland","Urban",9.5,1
"arc-00074","NH4","Upland","Urban",0.023,1
"arc-00074","PH","Upland","Urban",7.35,2
"arc-00074","TON","Upland","Urban",0.325,1
"arc-00074","TN","Upland","Urban",0.63,1
"arc-00074","DRP","Upland","Urban",0.014,1
"arc-00074","TP","Upland","Urban",0.0445,1
"arc-00074","ECOLI","Upland","Urban",605,1
"arc-00082","BDISC","All","All",0.9225,4
"arc-00082","TURB","All","All",6.4,4
"arc-00082","NH4","All","All",0.0195,4
"arc-00082","PH","All","All",7.25,2
"arc-00082","TN","All","All",0.589,3
"arc-00082","DRP","All","All",0.0132,3
"arc-00082","TP","All","All",0.0495,4
"arc-00082","ECOLI","All","All",185,3
"arc-00082","BDISC","Lowland","All",0.9225,4
"arc-00082","TURB","Lowland","All",6.4,4
"arc-00082","NH4","Lowland","All",0.0195,3
"arc-00082","PH","Lowland","All",7.25,1
"arc-00082","TN","Lowland","All",0.589,2
"arc-00082","DRP","Lowland","All",0.0132,3
"arc-00082","TP","Lowland","All",0.0495,4
"arc-00082","ECOLI","Lowland","All",185,3
"arc-00082","BDISC","All","Rural",0.9225,4
"arc-00082","TURB","All","Rural",6.4,4
"arc-00082","NH4","All","Rural",0.0195,4
"arc-00082","PH","All","Rural",7.25,2
"arc-00082","TN","All","Rural",0.589,3
"arc-00082","DRP","All","Rural",0.0132,3
"arc-00082","TP","All","Rural",0.0495,4
"arc-00082","ECOLI","All","Rural",185,3
"arc-00082","BDISC","Lowland","Rural",0.9225,4
"arc-00082","TURB","Lowland","Rural",6.4,4
"arc-00082","NH4","Lowland","Rural",0.0195,4
"arc-00082","PH","Lowland","Rural",7.25,2
"arc-00082","TN","Lowland","Rural",0.589,2
"arc-00082","DRP","Lowland","Rural",0.0132,3
"arc-00082","TP","Lowland","Rural",0.0495,4
"arc-00082","ECOLI","Lowland","Rural",185,3
"arc-00090","TURB","All","All",6,4
"arc-00090","NH4","All","All",0.011,3
"arc-00090","PH","All","All",7.31,1
"arc-00090","TON","All","All",0.42,3
"arc-00090","TN","All","All",0.65,3
"arc-00090","DRP","All","All",0.012,3
"arc-00090","TP","All","All",0.034,3
"arc-00090","ECOLI","All","All",220,3
"arc-00090","TURB","Lowland","All",6,4
"arc-00090","NH4","Lowland","All",0.011,3
"arc-00090","PH","Lowland","All",7.31,1
"arc-00090","TON","Lowland","All",0.42,3
"arc-00090","TN","Lowland","All",0.65,3
"arc-00090","DRP","Lowland","All",0.012,3
"arc-00090","TP","Lowland","All",0.034,3
"arc-00090","ECOLI","Lowland","All",220,3
"arc-00090","TURB","All","Forest",6,4
"arc-00090","NH4","All","Forest",0.011,4
"arc-00090","PH","All","Forest",7.31,1
"arc-00090","TON","All","Forest",0.42,4
"arc-00090","TN","All","Forest",0.65,4
"arc-00090","DRP","All","Forest",0.012,3
"arc-00090","TP","All","Forest",0.034,4
"arc-00090","ECOLI","All","Forest",220,4
"arc-00090","TURB","Lowland","Forest",6,4
"arc-00090","NH4","Lowland","Forest",0.011,4
"arc-00090","PH","Lowland","Forest",7.31,1
"arc-00090","TON","Lowland","Forest",0.42,4
"arc-00090","TN","Lowland","Forest",0.65,4
"arc-00090","DRP","Lowland","Forest",0.012,3
"arc-00090","TP","Lowland","Forest",0.034,4
"arc-00090","ECOLI","Lowland","Forest",220,4
"arc-00133","TURB","All","All",14,4
"arc-00133","NH4","All","All",0.023,4
"arc-00133","PH","All","All",7.34,1
"arc-00133","TON","All","All",0.2015,2
"arc-00133","TN","All","All",0.63,3
"arc-00133","DRP","All","All",0.013,3
"arc-00133","TP","All","All",0.0475,4
"arc-00133","ECOLI","All","All",375,4
"arc-00133","TURB","Lowland","All",14,4
"arc-00133","NH4","Lowland","All",0.023,4
"arc-00133","PH","Lowland","All",7.34,1
"arc-00133","TON","Lowland","All",0.2015,2
"arc-00133","TN","Lowland","All",0.63,3
"arc-00133","DRP","Lowland","All",0.013,3
"arc-00133","TP","Lowland","All",0.0475,4
"arc-00133","ECOLI","Lowland","All",375,4
"arc-00133","TURB","All","Forest",14,4
"arc-00133","NH4","All","Forest",0.023,4
"arc-00133","PH","All","Forest",7.34,1
"arc-00133","TON","All","Forest",0.2015,3
"arc-00133","TN","All","Forest",0.63,4
"arc-00133","DRP","All","Forest",0.013,3
"arc-00133","TP","All","Forest",0.0475,4
"arc-00133","ECOLI","All","Forest",375,4
"arc-00133","TURB","Lowland","Forest",14,4
"arc-00133","NH4","Lowland","Forest",0.023,4
"arc-00133","PH","Lowland","Forest",7.34,1
"arc-00133","TON","Lowland","Forest",0.2015,3
"arc-00133","TN","Lowland","Forest",0.63,4
"arc-00133","DRP","Lowland","Forest",0.013,3
"arc-00133","TP","Lowland","Forest",0.0475,4
"arc-00133","ECOLI","Lowland","Forest",375,4
