"LAWAID","Parameter","NOFDate","NOFValue"
"ecan-00363","TP","2018-10-01",210
"ecan-00369","TP","2018-10-01",169
"ecan-00370","TP","2018-10-01",200
"ecan-00371","TP","2018-10-01",183
"ecan-00372","TP","2018-10-01",146
"es-000142","TP","2018-10-01",42
"es-000157","TP","2018-10-01",40
"es-000158","TP","2018-10-01",32
"es-000159","TP","2018-10-01",42
"es-00144","TP","2018-10-01",54
"ew-00142","TP","2018-10-01",96
"ew-00143","TP","2018-10-01",23
"ew-00144","TP","2018-10-01",14
"ew-00145","TP","2018-10-01",19
"ew-00146","TP","2018-10-01",46
"ew-00147","TP","2018-10-01",153
"ew-00149","TP","2018-10-01",28
"ew-00150","TP","2018-10-01",36
"ew-00151","TP","2018-10-01",123
"gw-00257","TP","2018-10-01",13
"gw-00258","TP","2018-10-01",73
"gw-00262","TP","2018-10-01",29
"gw-00263","TP","2018-10-01",64
"hbrc-00171","TP","2018-10-01",65
"hbrc-00176","TP","2018-10-01",22
"lawa-100207","TP","2018-10-01",29
"lawa-100208","TP","2018-10-01",27
"lawa-100209","TP","2018-10-01",17
"lawa-100210","TP","2018-10-01",17
"lawa-100211","TP","2018-10-01",1.8
"lawa-100213","TP","2018-10-01",2
"lawa-100215","TP","2018-10-01",51
"lawa-100263","TP","2018-10-01",2
"lawa-100264","TP","2018-10-01",2.1
"lawa-100266","TP","2018-10-01",2.1
"lawa-102219","TP","2018-10-01",14
"lawa-102220","TP","2018-10-01",18
"lawa-102221","TP","2018-10-01",22
"lawa-102303","TP","2018-10-01",230
"lawa-102304","TP","2018-10-01",105
"lawa-102305","TP","2018-10-01",100
"lawa-102686","TP","2018-10-01",27
"nrc-00095","TP","2018-10-01",30
"orc-00027","TP","2018-10-01",4
"orc-00034","TP","2018-10-01",34
"orc-00035","TP","2018-10-01",36.3
"trc-00051","TP","2018-10-01",22
"trc-00051","TP","2018-10-01",18
"trc-00053","TP","2018-10-01",40
"trc-00053","TP","2018-10-01",22
"wcrc-00064","TP","2018-10-01",6
"ebop-00087","TP","2019-10-01",6
"ebop-00088","TP","2019-10-01",24
"ebop-00090","TP","2019-10-01",11
"ebop-00092","TP","2019-10-01",25
"ebop-00094","TP","2019-10-01",24
"ebop-00095","TP","2019-10-01",3
"ebop-00096","TP","2019-10-01",25
"ebop-00097","TP","2019-10-01",15
"ebop-00098","TP","2019-10-01",13
"ebop-00100","TP","2019-10-01",4
"ecan-00325","TP","2019-10-01",300
"ecan-00331","TP","2019-10-01",4
"ecan-00334","TP","2019-10-01",89
"ecan-00347","TP","2019-10-01",75
"ecan-00348","TP","2019-10-01",4
"ecan-00363","TP","2019-10-01",193
"ecan-00369","TP","2019-10-01",107
"ecan-00370","TP","2019-10-01",100
"ecan-00371","TP","2019-10-01",91
"ecan-00372","TP","2019-10-01",158
"ew-00142","TP","2019-10-01",94
"ew-00143","TP","2019-10-01",30
"ew-00144","TP","2019-10-01",8
"ew-00145","TP","2019-10-01",20
"ew-00146","TP","2019-10-01",44
"ew-00147","TP","2019-10-01",94
"ew-00149","TP","2019-10-01",24
"ew-00150","TP","2019-10-01",36
"ew-00151","TP","2019-10-01",220
"lawa-102303","TP","2019-10-01",85
"lawa-102304","TP","2019-10-01",83
"lawa-102305","TP","2019-10-01",43
"trc-00051","TP","2019-10-01",16
"trc-00051","TP","2019-10-01",12
"trc-00053","TP","2019-10-01",66
"trc-00053","TP","2019-10-01",16
"wcrc-00064","TP","2019-10-01",6
"arc-00098","TP","1995-11-01",25
"arc-00099","TP","1995-11-01",20
"arc-00100","TP","1995-11-01",10
"arc-10002","TP","1995-11-01",35
"arc-00098","TP","1996-11-01",70
"arc-00099","TP","1996-11-01",30
"arc-00100","TP","1996-11-01",30
"arc-10002","TP","1996-11-01",280
"arc-00098","TP","1997-11-01",20
"arc-00099","TP","1997-11-01",10
"arc-00100","TP","1997-11-01",20
"arc-10002","TP","1997-11-01",40
"arc-00098","TP","1998-11-01",25
"arc-00099","TP","1998-11-01",20
"arc-00100","TP","1998-11-01",20
"arc-10002","TP","1998-11-01",60
"arc-00098","TP","1999-11-01",20
"arc-00100","TP","1999-11-01",20
"arc-10002","TP","1999-11-01",50
"arc-00098","TP","2001-11-01",30
"arc-00099","TP","2001-11-01",30
"arc-00100","TP","2001-11-01",20
"arc-10002","TP","2001-11-01",30
"arc-00098","TP","2002-11-01",10
"arc-00099","TP","2002-11-01",20
"arc-00100","TP","2002-11-01",20
"arc-10002","TP","2002-11-01",20
"arc-00098","TP","2003-11-01",20
"arc-00099","TP","2003-11-01",10
"arc-00100","TP","2003-11-01",20
"arc-10002","TP","2003-11-01",35
"arc-00098","TP","2004-11-01",20
"arc-00099","TP","2004-11-01",20
"arc-00100","TP","2004-11-01",20
"arc-10002","TP","2004-11-01",30
"ebop-00087","TP","2004-11-01",9
"ebop-00089","TP","2004-11-01",9
"ebop-00090","TP","2004-11-01",16
"ebop-00091","TP","2004-11-01",26
"ebop-00092","TP","2004-11-01",18
"ebop-00094","TP","2004-11-01",20
"ebop-00095","TP","2004-11-01",8
"ebop-00096","TP","2004-11-01",49
"ebop-00097","TP","2004-11-01",38
"ebop-00098","TP","2004-11-01",40
"ebop-00100","TP","2004-11-01",9
"ecan-00325","TP","2004-11-01",920
"ecan-00334","TP","2004-11-01",290
"ecan-00347","TP","2004-11-01",350
"ecan-00348","TP","2004-11-01",13
"ecan-00369","TP","2004-11-01",320
"ecan-00370","TP","2004-11-01",240
"ecan-00371","TP","2004-11-01",340
"ew-00143","TP","2004-11-01",28
"ew-00145","TP","2004-11-01",24
"ew-00149","TP","2004-11-01",47
"nrc-00071","TP","2004-11-01",47
"nrc-00072","TP","2004-11-01",75
"nrc-00079","TP","2004-11-01",65
"nrc-00080","TP","2004-11-01",24
"nrc-00081","TP","2004-11-01",38
"nrc-00083","TP","2004-11-01",46
"nrc-00088","TP","2004-11-01",99
"nrc-00092","TP","2004-11-01",72
"nrc-00093","TP","2004-11-01",24
"nrc-00095","TP","2004-11-01",215
"orc-00034","TP","2004-11-01",29
"wcrc-00064","TP","2004-11-01",6.8908
"wcrc-00065","TP","2004-11-01",10.0984
"arc-00098","TP","2005-11-01",30
"arc-00099","TP","2005-11-01",25
"arc-00100","TP","2005-11-01",36
"arc-10002","TP","2005-11-01",23
"ebop-00087","TP","2005-11-01",9
"ebop-00088","TP","2005-11-01",63
"ebop-00089","TP","2005-11-01",7
"ebop-00090","TP","2005-11-01",5
"ebop-00091","TP","2005-11-01",21
"ebop-00092","TP","2005-11-01",71
"ebop-00094","TP","2005-11-01",30
"ebop-00095","TP","2005-11-01",7
"ebop-00096","TP","2005-11-01",12
"ebop-00097","TP","2005-11-01",29
"ebop-00098","TP","2005-11-01",27
"ebop-00100","TP","2005-11-01",8
"ecan-00325","TP","2005-11-01",910
"ecan-00334","TP","2005-11-01",190
"ecan-00347","TP","2005-11-01",76
"ecan-00348","TP","2005-11-01",4
"ecan-00369","TP","2005-11-01",180
"ecan-00370","TP","2005-11-01",190
"ecan-00371","TP","2005-11-01",180
"ew-00142","TP","2005-11-01",157
"ew-00143","TP","2005-11-01",35
"ew-00145","TP","2005-11-01",23
"ew-00146","TP","2005-11-01",53
"ew-00147","TP","2005-11-01",136
"ew-00149","TP","2005-11-01",31.5
"ew-00151","TP","2005-11-01",254
"nrc-00075","TP","2005-11-01",74
"nrc-00087","TP","2005-11-01",11
"nrc-00090","TP","2005-11-01",83
"nrc-00095","TP","2005-11-01",86
"orc-00034","TP","2005-11-01",33
"orc-00035","TP","2005-11-01",93
"wcrc-00064","TP","2005-11-01",7.3156
"wcrc-00065","TP","2005-11-01",8.892
"arc-00098","TP","2006-11-01",30
"arc-00099","TP","2006-11-01",21
"arc-00100","TP","2006-11-01",29
"arc-10002","TP","2006-11-01",32
"ebop-00087","TP","2006-11-01",12
"ebop-00088","TP","2006-11-01",62
"ebop-00089","TP","2006-11-01",7
"ebop-00090","TP","2006-11-01",10
"ebop-00091","TP","2006-11-01",61
"ebop-00092","TP","2006-11-01",13
"ebop-00094","TP","2006-11-01",15
"ebop-00095","TP","2006-11-01",5
"ebop-00096","TP","2006-11-01",43.5
"ebop-00097","TP","2006-11-01",34
"ebop-00098","TP","2006-11-01",31
"ebop-00100","TP","2006-11-01",4
"ecan-00325","TP","2006-11-01",100
"ecan-00334","TP","2006-11-01",230
"ecan-00347","TP","2006-11-01",160
"ecan-00348","TP","2006-11-01",4
"ecan-00369","TP","2006-11-01",280
"ecan-00370","TP","2006-11-01",230
"ecan-00371","TP","2006-11-01",170
"es-000142","TP","2006-11-01",42
"es-000157","TP","2006-11-01",26
"es-000158","TP","2006-11-01",44
"es-000159","TP","2006-11-01",24
"ew-00143","TP","2006-11-01",23
"ew-00145","TP","2006-11-01",13
"ew-00149","TP","2006-11-01",22
"gw-00258","TP","2006-11-01",169
"lawa-100211","TP","2006-11-01",5
"lawa-100213","TP","2006-11-01",5
"lawa-100263","TP","2006-11-01",5
"lawa-100264","TP","2006-11-01",5
"lawa-100266","TP","2006-11-01",5
"nrc-00073","TP","2006-11-01",8
"nrc-00076","TP","2006-11-01",12
"nrc-00077","TP","2006-11-01",34
"nrc-00078","TP","2006-11-01",17
"nrc-00084","TP","2006-11-01",7
"nrc-00086","TP","2006-11-01",16
"nrc-00091","TP","2006-11-01",37
"nrc-00092","TP","2006-11-01",7
"nrc-00095","TP","2006-11-01",295
"nrc-00096","TP","2006-11-01",47
"orc-00034","TP","2006-11-01",47
"orc-00035","TP","2006-11-01",90
"ebop-00087","TP","2007-11-01",8
"ebop-00088","TP","2007-11-01",33
"ebop-00089","TP","2007-11-01",11
"ebop-00090","TP","2007-11-01",6
"ebop-00091","TP","2007-11-01",29
"ebop-00092","TP","2007-11-01",18
"ebop-00094","TP","2007-11-01",22
"ebop-00095","TP","2007-11-01",13
"ebop-00096","TP","2007-11-01",36
"ebop-00097","TP","2007-11-01",15
"ebop-00098","TP","2007-11-01",9
"ebop-00100","TP","2007-11-01",5
"ecan-00325","TP","2007-11-01",260
"ecan-00334","TP","2007-11-01",190
"ecan-00347","TP","2007-11-01",44
"ecan-00348","TP","2007-11-01",8
"ecan-00369","TP","2007-11-01",250
"ecan-00370","TP","2007-11-01",220
"ecan-00371","TP","2007-11-01",250
"ew-00143","TP","2007-11-01",24
"ew-00145","TP","2007-11-01",20
"ew-00149","TP","2007-11-01",31
"lawa-100211","TP","2007-11-01",5
"lawa-100213","TP","2007-11-01",5
"lawa-100263","TP","2007-11-01",5
"lawa-100264","TP","2007-11-01",5
"lawa-100266","TP","2007-11-01",5
"nrc-00071","TP","2007-11-01",41
"nrc-00072","TP","2007-11-01",14
"nrc-00073","TP","2007-11-01",18
"nrc-00074","TP","2007-11-01",19
"nrc-00075","TP","2007-11-01",5
"nrc-00076","TP","2007-11-01",26
"nrc-00079","TP","2007-11-01",5
"nrc-00080","TP","2007-11-01",58
"nrc-00081","TP","2007-11-01",19
"nrc-00082","TP","2007-11-01",11
"nrc-00083","TP","2007-11-01",10
"nrc-00085","TP","2007-11-01",18
"nrc-00086","TP","2007-11-01",19
"nrc-00087","TP","2007-11-01",2
"nrc-00088","TP","2007-11-01",2
"nrc-00089","TP","2007-11-01",26
"nrc-00090","TP","2007-11-01",4
"nrc-00091","TP","2007-11-01",61
"nrc-00092","TP","2007-11-01",17
"nrc-00093","TP","2007-11-01",23
"nrc-00094","TP","2007-11-01",10
"nrc-00096","TP","2007-11-01",61
"orc-00034","TP","2007-11-01",25
"orc-00035","TP","2007-11-01",100
"wcrc-00064","TP","2007-11-01",6.6
"wcrc-00065","TP","2007-11-01",10.3
"arc-00098","TP","2008-11-01",7.5
"arc-00099","TP","2008-11-01",26
"arc-00100","TP","2008-11-01",5
"arc-10002","TP","2008-11-01",13.5
"ebop-00087","TP","2008-11-01",5
"ebop-00088","TP","2008-11-01",57
"ebop-00089","TP","2008-11-01",5
"ebop-00090","TP","2008-11-01",10
"ebop-00091","TP","2008-11-01",29
"ebop-00092","TP","2008-11-01",11
"ebop-00094","TP","2008-11-01",12
"ebop-00095","TP","2008-11-01",4
"ebop-00096","TP","2008-11-01",23.5
"ebop-00097","TP","2008-11-01",14
"ebop-00098","TP","2008-11-01",12
"ebop-00100","TP","2008-11-01",4
"ecan-00325","TP","2008-11-01",220
"ecan-00334","TP","2008-11-01",220
"ecan-00347","TP","2008-11-01",68
"ecan-00348","TP","2008-11-01",11
"ecan-00369","TP","2008-11-01",180
"ecan-00370","TP","2008-11-01",260
"ecan-00371","TP","2008-11-01",150
"es-000142","TP","2008-11-01",39
"es-000157","TP","2008-11-01",35
"es-000158","TP","2008-11-01",34
"es-000159","TP","2008-11-01",38
"ew-00143","TP","2008-11-01",23
"ew-00145","TP","2008-11-01",18
"ew-00146","TP","2008-11-01",130
"ew-00147","TP","2008-11-01",230
"ew-00149","TP","2008-11-01",19
"hbrc-00170","TP","2008-11-01",14
"hbrc-00171","TP","2008-11-01",60
"hbrc-00176","TP","2008-11-01",17
"lawa-100211","TP","2008-11-01",5
"lawa-100213","TP","2008-11-01",5
"lawa-100263","TP","2008-11-01",5
"lawa-100264","TP","2008-11-01",5
"lawa-100266","TP","2008-11-01",5
"nrc-00071","TP","2008-11-01",33
"nrc-00073","TP","2008-11-01",6
"nrc-00074","TP","2008-11-01",15
"nrc-00076","TP","2008-11-01",14
"nrc-00079","TP","2008-11-01",7
"nrc-00080","TP","2008-11-01",23
"nrc-00081","TP","2008-11-01",22
"nrc-00086","TP","2008-11-01",18
"nrc-00088","TP","2008-11-01",1
"nrc-00089","TP","2008-11-01",22
"nrc-00091","TP","2008-11-01",41
"nrc-00092","TP","2008-11-01",20
"nrc-00093","TP","2008-11-01",45
"nrc-00094","TP","2008-11-01",15
"orc-00034","TP","2008-11-01",43
"orc-00035","TP","2008-11-01",123
"arc-00098","TP","2009-11-01",12
"arc-00099","TP","2009-11-01",9
"arc-00100","TP","2009-11-01",11
"arc-10002","TP","2009-11-01",20.5
"ebop-00087","TP","2009-11-01",10
"ebop-00088","TP","2009-11-01",37
"ebop-00089","TP","2009-11-01",8
"ebop-00090","TP","2009-11-01",16
"ebop-00091","TP","2009-11-01",50
"ebop-00092","TP","2009-11-01",17
"ebop-00094","TP","2009-11-01",35
"ebop-00095","TP","2009-11-01",5
"ebop-00096","TP","2009-11-01",18
"ebop-00097","TP","2009-11-01",34
"ebop-00098","TP","2009-11-01",13
"ebop-00100","TP","2009-11-01",5
"ecan-00325","TP","2009-11-01",410
"ecan-00334","TP","2009-11-01",160
"ecan-00347","TP","2009-11-01",110
"ecan-00348","TP","2009-11-01",4
"ecan-00369","TP","2009-11-01",190
"ecan-00370","TP","2009-11-01",170
"ecan-00371","TP","2009-11-01",170
"ecan-00372","TP","2009-11-01",83
"es-000142","TP","2009-11-01",21
"es-000157","TP","2009-11-01",22
"es-000158","TP","2009-11-01",19
"es-000159","TP","2009-11-01",20
"ew-00143","TP","2009-11-01",20
"ew-00145","TP","2009-11-01",21
"ew-00149","TP","2009-11-01",29
"gw-00257","TP","2009-11-01",23.5
"hbrc-00170","TP","2009-11-01",9.7
"hbrc-00171","TP","2009-11-01",12
"hbrc-00176","TP","2009-11-01",19
"nrc-00071","TP","2009-11-01",22
"nrc-00072","TP","2009-11-01",10
"nrc-00075","TP","2009-11-01",7
"nrc-00079","TP","2009-11-01",9
"nrc-00080","TP","2009-11-01",15
"nrc-00081","TP","2009-11-01",15
"nrc-00082","TP","2009-11-01",16
"nrc-00083","TP","2009-11-01",14
"nrc-00085","TP","2009-11-01",18
"nrc-00087","TP","2009-11-01",2
"nrc-00088","TP","2009-11-01",1
"nrc-00089","TP","2009-11-01",20
"nrc-00090","TP","2009-11-01",4
"nrc-00092","TP","2009-11-01",15
"nrc-00093","TP","2009-11-01",32
"nrc-00095","TP","2009-11-01",310
"nrc-00096","TP","2009-11-01",37
"orc-00034","TP","2009-11-01",24
"orc-00035","TP","2009-11-01",13
"wcrc-00064","TP","2009-11-01",6
"arc-00098","TP","2010-11-01",5
"arc-00099","TP","2010-11-01",5
"arc-00100","TP","2010-11-01",5
"arc-10002","TP","2010-11-01",28.5
"ebop-00087","TP","2010-11-01",7
"ebop-00088","TP","2010-11-01",75
"ebop-00089","TP","2010-11-01",11
"ebop-00090","TP","2010-11-01",11
"ebop-00091","TP","2010-11-01",22
"ebop-00092","TP","2010-11-01",23
"ebop-00094","TP","2010-11-01",24
"ebop-00095","TP","2010-11-01",5
"ebop-00096","TP","2010-11-01",47
"ebop-00097","TP","2010-11-01",13
"ebop-00098","TP","2010-11-01",14
"ebop-00100","TP","2010-11-01",4
"ecan-00325","TP","2010-11-01",190
"ecan-00334","TP","2010-11-01",150
"ecan-00347","TP","2010-11-01",38
"ecan-00348","TP","2010-11-01",9
"ecan-00369","TP","2010-11-01",130
"ecan-00370","TP","2010-11-01",120
"ecan-00371","TP","2010-11-01",140
"ecan-00372","TP","2010-11-01",110
"es-000142","TP","2010-11-01",10
"es-000157","TP","2010-11-01",14
"es-000158","TP","2010-11-01",7
"es-000159","TP","2010-11-01",11
"ew-00143","TP","2010-11-01",24
"ew-00145","TP","2010-11-01",16
"ew-00149","TP","2010-11-01",36
"gw-00257","TP","2010-11-01",132
"gw-00258","TP","2010-11-01",90
"hbrc-00176","TP","2010-11-01",47
"lawa-100211","TP","2010-11-01",5
"lawa-100213","TP","2010-11-01",5
"lawa-100263","TP","2010-11-01",5
"lawa-100264","TP","2010-11-01",5
"lawa-100266","TP","2010-11-01",5
"nrc-00071","TP","2010-11-01",34
"nrc-00072","TP","2010-11-01",9
"nrc-00073","TP","2010-11-01",8
"nrc-00074","TP","2010-11-01",14
"nrc-00076","TP","2010-11-01",13
"nrc-00077","TP","2010-11-01",20
"nrc-00078","TP","2010-11-01",13
"nrc-00079","TP","2010-11-01",7
"nrc-00080","TP","2010-11-01",25
"nrc-00081","TP","2010-11-01",16
"nrc-00082","TP","2010-11-01",11
"nrc-00083","TP","2010-11-01",13
"nrc-00084","TP","2010-11-01",8
"nrc-00085","TP","2010-11-01",10
"nrc-00086","TP","2010-11-01",21
"nrc-00088","TP","2010-11-01",2
"nrc-00089","TP","2010-11-01",27
"nrc-00091","TP","2010-11-01",12
"nrc-00092","TP","2010-11-01",14
"nrc-00093","TP","2010-11-01",21
"nrc-00094","TP","2010-11-01",18
"nrc-00095","TP","2010-11-01",46
"nrc-00096","TP","2010-11-01",34
"orc-00034","TP","2010-11-01",29
"orc-00035","TP","2010-11-01",168
"wcrc-00064","TP","2010-11-01",6
"wcrc-00067","TP","2010-11-01",13
"arc-00098","TP","2011-11-01",13.5
"arc-00099","TP","2011-11-01",6.8
"arc-00100","TP","2011-11-01",5
"arc-10002","TP","2011-11-01",32
"ebop-00087","TP","2011-11-01",10
"ebop-00088","TP","2011-11-01",47
"ebop-00089","TP","2011-11-01",11
"ebop-00090","TP","2011-11-01",10
"ebop-00091","TP","2011-11-01",24
"ebop-00092","TP","2011-11-01",21
"ebop-00094","TP","2011-11-01",22
"ebop-00095","TP","2011-11-01",7
"ebop-00096","TP","2011-11-01",49
"ebop-00097","TP","2011-11-01",15
"ebop-00098","TP","2011-11-01",14
"ebop-00100","TP","2011-11-01",5
"ecan-00325","TP","2011-11-01",230
"ecan-00334","TP","2011-11-01",180
"ecan-00347","TP","2011-11-01",240
"ecan-00348","TP","2011-11-01",4
"ecan-00369","TP","2011-11-01",140
"ecan-00370","TP","2011-11-01",140
"ecan-00371","TP","2011-11-01",120
"ecan-00372","TP","2011-11-01",240
"es-000142","TP","2011-11-01",32.5
"es-000157","TP","2011-11-01",41
"es-000158","TP","2011-11-01",34
"es-000159","TP","2011-11-01",36
"ew-00143","TP","2011-11-01",18
"ew-00145","TP","2011-11-01",16
"ew-00149","TP","2011-11-01",34
"hbrc-00170","TP","2011-11-01",10
"hbrc-00171","TP","2011-11-01",25
"hbrc-00174","TP","2011-11-01",85
"hbrc-00175","TP","2011-11-01",108
"hbrc-00176","TP","2011-11-01",27.5
"lawa-100211","TP","2011-11-01",5
"lawa-100213","TP","2011-11-01",5
"lawa-100263","TP","2011-11-01",9
"lawa-100264","TP","2011-11-01",5
"lawa-100266","TP","2011-11-01",5
"nrc-00071","TP","2011-11-01",17
"nrc-00072","TP","2011-11-01",7
"nrc-00073","TP","2011-11-01",13
"nrc-00074","TP","2011-11-01",12
"nrc-00076","TP","2011-11-01",12
"nrc-00077","TP","2011-11-01",33
"nrc-00078","TP","2011-11-01",62
"nrc-00079","TP","2011-11-01",11
"nrc-00080","TP","2011-11-01",14
"nrc-00081","TP","2011-11-01",15
"nrc-00082","TP","2011-11-01",10
"nrc-00083","TP","2011-11-01",11
"nrc-00084","TP","2011-11-01",10
"nrc-00085","TP","2011-11-01",18
"nrc-00086","TP","2011-11-01",34
"nrc-00088","TP","2011-11-01",4
"nrc-00089","TP","2011-11-01",15
"nrc-00091","TP","2011-11-01",11
"nrc-00092","TP","2011-11-01",14
"nrc-00093","TP","2011-11-01",44
"nrc-00094","TP","2011-11-01",78
"nrc-00095","TP","2011-11-01",44
"nrc-00096","TP","2011-11-01",27
"orc-00034","TP","2011-11-01",17
"orc-00035","TP","2011-11-01",156
"wcrc-00064","TP","2011-11-01",10
"wcrc-00067","TP","2011-11-01",22
"arc-00098","TP","2012-11-01",10
"arc-00099","TP","2012-11-01",5
"arc-00100","TP","2012-11-01",5
"arc-10002","TP","2012-11-01",31
"ebop-00087","TP","2012-11-01",7
"ebop-00088","TP","2012-11-01",89
"ebop-00089","TP","2012-11-01",10
"ebop-00090","TP","2012-11-01",9
"ebop-00091","TP","2012-11-01",18
"ebop-00092","TP","2012-11-01",10
"ebop-00094","TP","2012-11-01",9
"ebop-00095","TP","2012-11-01",6
"ebop-00096","TP","2012-11-01",42
"ebop-00097","TP","2012-11-01",10
"ebop-00098","TP","2012-11-01",10
"ebop-00100","TP","2012-11-01",4
"ecan-00325","TP","2012-11-01",240
"ecan-00334","TP","2012-11-01",210
"ecan-00347","TP","2012-11-01",56
"ecan-00348","TP","2012-11-01",4
"ecan-00369","TP","2012-11-01",150
"ecan-00370","TP","2012-11-01",210
"ecan-00371","TP","2012-11-01",160
"ecan-00372","TP","2012-11-01",63
"es-000142","TP","2012-11-01",28
"es-000157","TP","2012-11-01",44
"es-000158","TP","2012-11-01",25
"es-000159","TP","2012-11-01",38.5
"ew-00143","TP","2012-11-01",25
"ew-00145","TP","2012-11-01",21
"ew-00149","TP","2012-11-01",30
"gw-00257","TP","2012-11-01",36
"gw-00258","TP","2012-11-01",45
"hbrc-00170","TP","2012-11-01",20
"hbrc-00171","TP","2012-11-01",52
"hbrc-00172","TP","2012-11-01",4
"hbrc-00173","TP","2012-11-01",4
"hbrc-00176","TP","2012-11-01",19
"nrc-00071","TP","2012-11-01",18
"nrc-00072","TP","2012-11-01",18
"nrc-00073","TP","2012-11-01",11
"nrc-00074","TP","2012-11-01",32
"nrc-00076","TP","2012-11-01",15
"nrc-00077","TP","2012-11-01",23
"nrc-00078","TP","2012-11-01",72
"nrc-00079","TP","2012-11-01",18
"nrc-00080","TP","2012-11-01",19
"nrc-00081","TP","2012-11-01",23
"nrc-00082","TP","2012-11-01",12
"nrc-00083","TP","2012-11-01",21
"nrc-00084","TP","2012-11-01",11
"nrc-00085","TP","2012-11-01",17
"nrc-00086","TP","2012-11-01",36
"nrc-00088","TP","2012-11-01",6
